kolom1	kolom2	kolom3
6tnp1	7ihlbnvm9ntn9	2t6hm3gr9r
h2b1p	7jikni06rgfbs	70ai7rgsq1
6d1d8	16t2rnkk49rk5	11lbov6jmt
7mp44	7tdcmf4pvhuh8	39qi9akmqk
62nlq	65anf5euh8ag3	55lpm3rlk2
55jgj	1fkv929m6t95r	6ill9qa6qb
e94o3	5uu1jjt730fi0	5f3jco2osu
42je2	3m8hd9lfr6e3k	2kfn61eqlp
4r243	6q90cjjm0h8mc	7iq793mehn
71urn	1i5f3bj46941n	1gflmb14pp
2rpub	6f5ncth00q2l6	35iqqjphha
687o0	2s7vfqvspatkj	773fm6tv8o
29sjs	m5ddvnrd5teu	3jjf3r5nif
68sc9	1rq4o78953076	2fqnc8j2l7
5v7l5	23ptos7v6p6aq	6qcj8ra0qn
3g7j8	2aoqn6qlgfl7q	3tkpsn6rgu
1al0f	2ccr375c4pmc7	447iestp9b
64ihj	3buleslp4tscs	36kn21pht6
772kq	4f7jgdn148m5u	44l3sjjrh6
665qh	3m9oudpv7poi0	sd1qr58pv4
5di8k	9odvu4s6fksd	6ijq9a25tp
5ca2k	4h9srnhjuv0hb	94e43dm00h
5ekpc	4sbd4umo9r87g	ir5gd0vca1
je7om	1r6mft7hjr1t6	58fq8umg3p
4r91b	7mqd4qhps2hr1	3cnvmu65v8
3s6dk	2gupe7ntb97u1	51aaeptoeg
5dlb8	38tgqi9grli7	6blbr6q9i1
5s588	73guj9bqvb0gk	27fnslbsat
420fh	2jalodvmi79e0	1dffac6g47
1d1dk	3k89uo58tdu1p	31o7q84ppi
1n437	7ut0403g6te45	78c3i3jli5
13mg8	7ncbthknn6ed6	5e90i48q0u
9gkqg	69pab2v4b3ddm	2h1ag6l67s
3lu0r	6apiq8stopf01	40rp094bbp
4738q	61u65e65p2258	7fvi5fq1rv
3an4a	4u15n3a80egm7	38556rp9fb
322sd	1s0aubg3av4cp	558fsjjtaq
17n4k	1enqtjsckndtl	4masps6rie
13doj	7hbh359de5tmp	6kqm62o8ub
60b69	3jjjbj51fo8cn	2iuobhm2t8
2rfug	74q4sb1jiuosn	780od10dcf
4840r	50rf62q94e78l	7lqhglgflg
4mo33	2uviac4smgevg	4u108fuhal
5upmp	2pmsigehhso0k	1qp7c3el4m
1cdge	75qcl79ubvcdf	4aibefhlrv
3qamk	7gig02is9huel	1bkmvis02u
309be	5gufpal32kebe	6gcs9j2cpm
1dehh	7agju15ksodiq	3nrds7ugh0
2jidq	48ri0b71ngc9a	1dm6jmjrb4
6211n	12tvvka44fj2t	50einfrsd7
7n95h	2qeh46bptnb5f	1ufjl129in
4g8co	fjk3eol8379j	71cjqar48f
5btu4	e9rschn8a37o	knc14e82jd
5uue6	4b2hnip0ctvcv	2lhqifvkus
3j1hl	1mbfn4ml65d44	2ap92jnj2r
6sltt	2np8brhfub4vk	21ndqvht1v
4jafm	34r3v7rse5esl	be67f0pa9l
lb7s2	3fi0k14bb2t4k	600kldadq2
640vt	8328jfpo8mls	77s5pklf8o
105v3	6mso0cnif7qpm	2dcecc7eg4
7ia5g	4v0coaoelb7l1	4ts8ekmog2
7fqu2	52mobagd8n9e9	27r1j2ev2f
7unkq	3tn98vgo1iv74	55djacjd39
22ccd	2f67hbpp3lsu2	15apj8qjup
3rff3	2v3726e9ifkas	1v5v4m5nff
69lfc	60lroi42oach	3msq3ub46v
20hkv	50mq9a2r6tflh	3l398k9kcd
3ju7m	7fdvgj05ju35j	7id8gjqn8e
58d1g	2njvp656oebf9	15blf4mhtv
1cn5l	5rvlao7la4u2a	3v62qm90l0
72o8l	13hkitndtli89	7su19sjnnk
39bdt	dlnkk16jg341	34g0csvi7o
4he2k	m9ng73imgsgh	7bfjpktc1d
4o1l9	puvdvugbcvns	3d20rsh9p5
4g8ni	2j2lcu7g628ij	4esh2ub7dr
6dbrk	6k5gkpk1063e	r1ervq0mpm
1vbll	ka7m79pk15sf	8lit43pjcc
bcg9u	4t9f2dlq7isd6	e21aj587mt
3qshn	6gos8p3kvd5r9	2bb1qloaqp
5anu9	2758kl588acm2	3to983qapv
4u37s	6e23i9s478uml	630ir2fock
2nvps	72og0sokbt7gk	qhms1b3k6c
4budq	7vv3bnipd923v	74e7pmbjro
224bb	2326t4tmkkb93	inmlrkpc6r
1nc4f	3hd9pndivbfs2	4ellgihbcv
408l2	7n2oc8m0jeush	7t9qbk6b9f
42a63	19fjd2odekhps	7f8osp7fab
35vfl	3df5c1g8r8f23	7aet0v2hpp
6rec3	7fbfvjn4f9342	5mjbdog0i4
390qf	2o5bdjf4l6lqk	2lfno2179k
13cas	tgtu6o7ngs93	1327p40r51
72raa	bu00850d1a68	2ojp9625s6
25cft	2ekg7o1aqa68f	44mej91s0n
5i3m1	53n7ldceqgqi0	1n8esln17f
49dl8	5er5ft8pfdlop	147v4b70ee
3a61j	5pr7gnu67o3bd	3lkq4mlndc
27ubp	2umvhleqgigf5	6oi9aehrn6
31cfo	7ckdvr0n1m8kc	6df8ts0fvq
2dcbe	21rv9perrp9u8	2oc7tkcnv6
1bor6	73shua0nn3ail	7g8bh1ftp4
4nmuk	skevdkhejotl	61cna7mhcj
3i4b8	4brej2s7rncm5	bj4eqigbdn
1b0bh	5g1jrb7a9m6iq	2a1tr26e4e
2o8a4	20vtl15u0knk9	icbtr4ib5t
7urjc	76c8u769f56su	7jrcq5vmhc
3v6uj	16mdsc5b6eohb	2iab9tqfuo
65hnb	rrbtmdkr1vsu	2bf918tgar
158ai	6k4oavn7o0cb1	4m46jb8eh2
4ej42	ru3k87ftml61	393j8v4d86
7rguf	57v6leb7ae91k	29p2tioahd
4oo17	5qksc6rpq347b	1p5q0kurbl
2thtv	2crq6hgnlg5kc	27l8t9f3t2
fllbn	4t1qg2rp84a28	5jid1pm61r
2ls1q	19tn5ugd7avvo	4242kuhucc
35mt7	1904j267bmpce	2ljm5r6r14
7s62j	13l1bqjsdg8bu	46lpbg0ghm
7hjoa	3e71d1q4v935r	2ihfooku56
63kvk	4p5rihr116dvs	1vhrunv406
3q62l	75c5o0o9bokap	7merhbfd1l
1r54r	25d3mopcchddd	1tdsk5p9al
582bm	7ucvf145bj9p7	4pogqinoc4
5vq2g	3achft9ct589p	3tl6hjtsot
eouf5	1oqo5k543tgnb	4t74t2sr11
3hfe2	3f6abgpcnf170	3f19ekdt2h
5ka8j	7heq21naj3lng	6ogkeuqtae
35fs2	3gsrrnhh3498k	2abu28afdc
1s6nh	5hvsgf0s7ckh7	3rokbenmsh
1597r	7jlrd1ainq4op	60afl8s1v3
5sqeg	7hc6j9459sjud	1bdpss9g5j
t6l2j	77n2qm2q6kqfa	333gn5mdff
1jijn	1gvnl7m1ajcmr	3582vo5b80
4i61i	2nr92psl5r5v2	5nl1rl00g8
1j95r	350k2gv84gbac	uq89bgm511
5tpvt	4kpokk2frugos	630d6otkfa
192l2	1al10nm1201lv	6n0ns1rpoj
5mre2	12f5k2go5rbfh	4ke7t49s9f
4ke2b	3atas7vj53adm	4sg03qd6gc
7eb7p	6d4h1pi4t1ihn	5v2r9u6b6o
5n77j	5nibuttsk03jv	4mitgi3esu
4m13g	6j8l29ekpmv5e	2iiukpagv3
562tj	6cgqggt5pgc3t	5k71shvt3k
7c2oc	2mjiceijflo93	77f2c3qi2o
7q8lg	2mrofmjo5namp	6gd8qr2hiq
1dmu1	39snh3t1gdh5r	5o82vsiq3i
740h6	7u1e9j55im8vc	334kmcqk4q
uu4k6	686g2ou2a5isf	5b137eu6g7
6drev	va3egvt5n0i9	3eciknvhmf
446ea	1rv4dlbe9vpql	2cqn0adbvg
789vf	54qv8am2m1rjk	13vnbhvug1
dkc8t	1j79pf9ootfgu	2k2bh34me2
4c1h9	bjtmp65ugt76	3ir0jignni
1ov8h	jk23r8hg8e0s	5svgi4jsf2
6ii5l	7jad084m7phq3	7c261a9n7t
101cq	2k4ogbia4he94	3u32djov2h
484i6	1gri2k3m2vu6q	5cv8no0p1a
7dvo7	5hm61efdsg3dv	15ral6nkmq
43fle	h2rffqmq5bd2	2otb0kqjnq
6srrq	6cafsjr19rfce	njhl2fi1un
6e5gi	4md46imiun674	2muinabnnp
4cflj	cnagolm56hsh	tgv2j35o73
7j36b	1bc2qjtc3d6v3	3cape4nnk0
1uekv	15ru1bul5lnme	43g8vh0g11
28g2t	7ql04sus1b81b	729ilod94i
7hu1c	7s61h5g34hq79	sunhmjulqj
3hvqt	7hbpm5puukqqk	4su52t1fpp
6q30r	2iitnkque3ksn	7hgq774v8s
105jm	fefa16t6bqvd	78lrca3u0l
7rc51	32ki6vt2c5bo9	7hudngd0td
7lbmq	vdl8slcs18sa	6ajp5psm2t
5bvm1	69l04vle4pip0	3eqatn5iod
7f062	3qfijss3ssgoo	5addiojt00
39gmd	4qatna3lmc30j	2efhb645fg
4ck8r	1jp3vaguu9aob	39vlmcmcjl
3ho77	4d78oknakll8p	1s8pn1eujd
juv1s	5tuldveubpooe	7a78gdpit4
5dvie	70l6r315hjm6k	7h3kp9ejko
691k2	3mpg311369n18	38jarhmtc7
6juuq	pcclbpd9tj77	79mc752m1l
7p0ln	4bl88moc6bo1u	550gublrdp
287um	2bannjb7vqgl3	aeko2s4l55
63qts	42v9ma9gr3e3c	7fv06afocr
3d3sr	psrcilq2973u	23ebtu1atk
ndpvl	2q0ihsm8j2r61	1g0lmm32m1
7r5gl	2bh32dsnb40a9	vn677uo9pr
26nj4	6rcqpvd6r45ra	3t2capkas5
qo4eb	61959gjkoepfr	5r39b0rfp8
5qbd6	1al5dnc15vl1j	5shmhjago9
21u6t	2sb019hkul4d4	5q0chqusde
3hbj9	5kjpub06lqv7s	1hk553hg95
3fugi	2njf37iicq5v5	6p5fs2she4
2j30r	7ph5c5cnl1406	39d5vf62sm
dj4kn	1tjesqcjaeli6	5l4u8qi9s2
52b22	47m4amm5v3ikk	5ipuncekqt
dee1q	pop0pbp0rqjj	2v93so6c37
1tlum	18ssduo552408	1j787l4qd9
4lmee	45ndj40bdjadm	6uspbhs8fp
3ughi	5028uq091oeel	hd76ba20ee
4rhs8	3pv3uoin47loj	55gurijufi
46lq6	4pulcu2lrbiku	584kv37jlr
32q03	4tnib1tl1aner	592apokmln
7a043	398d3ut25tpv1	189ugjdgn0
4r2c3	5lscr7jerb80q	1a7bm617tm
3r5iv	4mk9cuk4nvh12	5o959f0ij2
40ko8	2le9l6gqo9jle	1b9c1d4m1e
50up2	2o0jd3c1cu8ao	2p5df79kh1
36367	13u5l417g6m60	6umop5airr
7njjl	4j91e3maj188a	ikuskng7i8
43u9t	3sgfvs300q843	116kq1e582
58okj	2ksmj1l507r1m	1qfj92efhb
3dlqu	641ngo34m0a6l	7c2hlk42ht
1uchj	11dpi1gimqrb1	4m34o7gtef
6b2n5	2uveosg5li4d8	4cf15eigbr
2ej2f	3v76u7p45a0ct	q4tvnajrke
3tht8	3hcurg6jgfm72	5hldlfmsco
1ret8	3hhe3ai57cbkc	7l76dugt6g
3vipn	11ihpotk0d1rl	5t906chl8e
7gaf8	27b6j2kls4hn1	3bkffm6f14
37er9	1cu4qa8fi8n2o	6cvirrhapm
20sr5	2a2sidj46qfmv	1f5d2irelk
2oalq	6lgslm8g6vo9f	2fq8an7ooe
1fm26	5tl8pljsp0hbn	7lbaog0a3p
hfags	3fa7srkuu8bth	7flu5groh0
5sgl3	2uok9vfsltd94	5hjj0lf9ld
5b1qn	56u3ivhar2r5c	616v66vapd
72n62	mrf60t0n83nj	4g2q0ctlq7
68pck	3ep7flr86669r	3oo04ntnha
2bmi4	2olqlsfu35ok1	p2h59ssfvl
5hsa8	16hk0e218g4bu	7g2n53l185
5f5fn	5vr7jc9ekatca	4o54r5f7cp
5u8j1	4ptj3cdj69kl3	5uimp1mj9i
2gpm5	67cfp72saubcj	6kjgob12d9
5urq2	24uieg2mgql91	2umrtejols
2v46b	pcro978fe07h	7k0vg5b9tq
4mnsn	7jfq46dvf5dnn	55r2km6rdk
b32bh	4fmc2vbetj130	26lo5v42um
5mute	5ahr2gbjj50em	5q9528b2gq
33mil	4oqq5v75k1jol	53d9vplpke
26utc	1r02rp5gqmevf	7deg7fk910
32j9q	334dhtrmmtlqr	jkj94gejrm
2vd2s	4seh8ug7f5kjo	17s9oscm61
1qo4f	1dt93mkgr5o3s	7rlfqukecf
14nee	1nph8coa27no5	60rnd5860g
l48r0	354fp8nragekv	2uf52c94se
7eatg	26dr0or0t9sl3	1gtppi13j1
73mu2	7qanlcruhs50p	76bm24kdoi
2vhv3	28jrr0993aa8c	7iftpi27ap
719gg	5jj5h7e9jedq4	27pscjj6li
3g9nq	7568es070hvp0	k98u5vs57l
6nf8p	2or1q65kr8nf2	3q1cu3j2e2
jjlbb	jtu16mv7ae2e	1gqeakggoh
6nrim	34aroh0okk5r2	1rcgft5uc3
c7rsl	rm748mksqv3s	76a43qi574
3fi79	3prkspm7r2k9r	5mujdotsi3
4fg6t	1uetho5k02tae	4tg446niq9
21j89	5fuebsdq8d0a9	5j90nkv97t
6u13c	6tsrn11mib7h0	4odpjpgld9
7gdba	14t2q2jhm3v7o	2kt17gbhol
75n77	3vp8sm2mg2gc5	450eloh3sr
42e27	35ijm9dl551vp	78mpjjactp
4sub0	70aeoernl7buh	2vfv4v10d0
41cdk	4m1bb51arl5k8	7q7u49akr7
41cnt	1qk7l1e0kh2p9	2l1a2cdi12
lfnpp	708kvs3q3f4nj	7noip7acmt
7erba	32hnji3gc5ji1	1glhq9i7dt
lmrnc	7oak6ru1m816k	37049k5dec
12ddf	3rakss5g6sbga	70i6hfr9c4
1u46f	2o80cn7r03ksg	3bcicaulo3
4e7er	12chg4jg6dh2s	4cocnchk4s
5mpj7	4h54jafhjbg0h	5d6hv4d9df
1tl4f	3eipuqk2gs3lj	4sv3f8anh1
2gn1v	3fbm5a1if4se0	4lr3e6cv5v
7bmim	5mpl1l007c53s	7sfccibi36
792rc	5no6dnme25cm5	1otep329rk
50r95	2c0cr5rrrle0p	71dp5cc6la
69etm	v96002dcvds3	23aocnqn9p
7n1js	7i0k1ff579f1b	5b8dqgecnj
6cj3k	4971rvs9aj3ae	3bu8b9g59e
41utl	bo405ktv6va5	3l7vdrgsjl
2h1to	3f8kqhjo3q33g	5dnv5tc2n5
c5iqa	7narfn897ioua	6rk3hoe0l2
2shlu	7vpe37q07qar	3jqfp62arc
428ie	3bj5caj4mquhm	2bc6coueva
58n31	6kbr3j7ophg9g	5q3s24l7th
2ui8p	5pf7kprkl8jfu	7ebejni6ld
164q5	1a29g97p0rgkg	6o7bv5rt1q
3nrcb	pg8s4cuolrl9	50hbal6g62
7180e	7sekbppci4l7v	2kso15nuho
