kolom1	kolom2	kolom3
7oj8a	7elru3f2ls1pn	3iho8b8ua7
5a73t	5geudntr4o1rr	2elrh46qv8
2u114	2k2l5s6od6h9b	252fqa0us4
6l6ut	7m19fk0kl5av0	s3in1cd8t5
654b5	sap53qnq28ea	fcikcr5olm
66cc0	2tflcpg30cap4	23bas0qkmp
4sf02	2ctnqodvgibbd	26r60j0sqr
78l4m	1dv7oonpv9jbj	72bb60kb4i
2steg	36sf44pb0bdas	54d74a0plg
7ssvk	5bromddjn3re0	6fotkkkb0n
7pvu3	6aose3t110pms	6jqas8frdf
6l1e7	7b5fd9jvca6n9	56p9q9s98v
uvmsq	5vqftr12tejf7	7525srnhji
6ikp4	73ljq3nj2r87f	23p2n3dpql
7d9cr	6qot9n9u5l3it	5tes0i8854
354dd	1c7vmdkeu7fg2	2leaqqqfg4
2a7rp	2638rdq898bs8	vrg43ia5ui
544as	5n1penlq0l4a2	7j4v2cu0f9
1qp8m	7tjm6tu2ubkol	i70cbba7pm
5b0pu	1pdt14460nv3k	57kk9p86tr
3lkig	vvfk3j70mvb7	4etul6rvtm
4f8uo	4b78hhcgrq2cf	3oggckles3
79h66	6ca36v4vdj3mq	22lgtsigna
2jd68	acrbihp9ae2p	6k0ckspl1u
2epvm	7gk9qfc0v0rek	23rl65pieb
5nhes	3bo8a3ikinudh	1ltu9h6gf7
4d9p2	768pu484oo1ch	38sbrpmqdr
5i95a	6msvmq1ru9t1o	4voturd9nn
2rd56	1k08mukms8msa	7c3j02mv6b
24066	53ccgunt5qf7m	5hvj0t7230
1bcrs	2hkr98lug6o52	66lh1fsdgf
6k5tf	2s8j3qmcdbgbo	14i6lcp3nq
7bg9f	1d531tfnd99na	a84t8ht8k3
apdnt	1rjqfl27rtm8b	1n5kappko1
3ku0u	1bqvphi2h52n8	42m227a88k
638gi	4mj4eehesojoj	747uhmejqb
ntbsm	6rii1oavflqve	42tu6t1noh
38qkt	sbkkc8k85pf3	6bkg627j7k
5fb84	13hjrqottd5ua	2r2q97e7ss
