kolom1	kolom2	kolom3
g9bgg	4f9qbk5k18a6o	6trkue6c0q
7hcil	6cds0dh6tgnuv	7l1ocq2frp
28lsm	79semm4a8aqkm	5ospfl7sj5
5nbsr	4uju60sh9l3d9	77r9197sal
61i1p	tlc37t25565t	au0beg83ir
7kvd4	6d8p8pjjkvdjs	4ghfi02ln4
32c19	2uc2v8p2tn4cu	20v54ujjmt
2riqa	4q4qu501js3lr	1vj7gjp4d6
58hgg	7afcvp79stoem	5e8hsmb5v7
1cakd	10q3je2hlq5tj	cvus0lrd3b
47iap	114koo80tf70d	3s7rhrtav5
3imfa	3tv0fsq6pluj6	fiijmah8sn
30a6r	35ito5ccenra2	49v5n0io7p
3e5n7	1p6tonf0uqrkg	3to3uhepn0
ebfva	drjcum6fcdln	1s8kaaqii8
1d45p	42t21grs9oahg	2g59d29nsf
4j3n3	6clsi1v5go0t4	2psi9emh4o
3clk2	4pdbe8160ockl	18sdmihpmb
74erv	4ctqgtqsd2gtc	13gjcbp05l
3uc3a	4rukudtgt8sif	45qmh2869n
1pt55	65kmkr3qvfhcs	39p87r1tf0
71gt7	4bigrdm1h1ia4	3qed11gmql
ilf2e	6buulu15q4csa	1shch2ut9f
3pan2	37rrk6rmkn2f2	20pfhg434o
6lujf	16t09g57b5quj	203pue4fmt
78cbl	3gr8qgokkr0ba	102f0v5d1p
3ti7d	5nbqugfta5jbs	emp60ijsrd
2kp4j	1rhtd5mr0t2a	2fbqvse6pf
74fg0	3dbi1fo8ktp49	1o05jhthgk
1hm8j	6lme1vo93mc8o	1p3pt4lplt
1gm55	1v59qev16vtkv	1cml085b69
5qoaj	6qo0mp7ahupqt	5re3e0ptii
5tbvr	7m9qll2r11m35	2csvksq39b
ur12e	6o2ivh2al40kj	3ltb6rsod2
7sf77	2aa3rjupvhvjn	5msd0fl74m
24k93	3i36ctoh4ck2j	4nvo2cpthq
6q0op	45dhl1kru60bv	17fscfc7nl
7dhtj	43et3otbibeeb	7mov96lhc1
orj5g	74qkf26tbojdu	1qqcei4i77
65o37	3l6ul1blu62k3	6u2km7jtlv
4ge1s	4kffal896uk87	1j74k8097o
6apr9	6794k9nnldfk5	53ubods3vl
1br64	5mf8sr5sodi66	41u752o1ss
7qav7	1b093l344glft	62cdpddkuc
37266	1kvt18oc28u6a	gvau3sq8kl
pbv17	5jn3echtv742r	2r3imli1tj
198qi	6qn1jg4vj1agj	60lbni80sm
44esi	7dnviukabvrac	291hcdja3r
1iov6	3llpr6eh4ec9q	6sgm0bqltv
vbsqj	5gcj1t1eerbiu	394c7oa3ld
3hps0	7pcs88ikl1sm8	6gi7u63c33
3th5g	5e0dgj0588eab	73vb9q7cog
7ar67	5dq3a18198v2s	42hb8po4g6
9444g	2u7llm04dgqo8	13h9u2lqu0
595la	92cvoa5suqri	66hvpevhl8
4ep94	6vh2k9hmjd7p6	2s0s12g90l
7ihtq	2mgpplvhlm1cg	7lg9g22pnj
626m2	jan3tqj9o5ob	6km7kcmik4
4og1l	2useb8081amb7	7igaj18s59
32nb7	1is3npi8tl7mk	3jcc6ltnf2
2cg2e	65q3lh77k8q00	2nnvflg3ri
ne39s	t693olk35uah	6u6big2k29
7uuos	2abf5rtanfpha	785s8uqoob
2a160	5lqukbs2bg5rl	12jb4bkfuu
774ih	6l0dd109gue6s	661074jeo7
3lrvp	6din1d6boghqv	3qgailroc8
3epo5	26rist1rltpof	4oj5cbvhm0
3366d	2cob0aqnt5kaf	23f19abh17
2281h	6pb3k5dlufq61	7rh574sviu
1nr1n	7g658vuh1mkvl	2von8nk7du
6kpne	2n4b13b60a2uv	1spk1rdrbp
615l5	4on2ubmugnvdc	ej8fka0o3g
rogi3	92n8uvfo65f0	3pa8306gd6
4b5ad	tiundncl6g7s	165pftv1f1
6hqfh	48caf3860n7u5	37mtoad12g
5kmpn	7ss8bk9fifnth	7lhir350mo
600me	36tm3990143cv	41f3dqnkkb
2espm	1h6ak0igpl4oe	4t3afttste
3hqka	4tjiueotg1usk	3vmcot7u99
rd18v	16nutbr3rr5af	3sflvs7l4m
5bfic	3cvudbluad9jb	1hf4u9b5g7
