kolom1	kolom2	kolom3
2gv44	2kl7dtp65brsp	hfuki4mmvl
25dsd	4gm84pjot6f0q	2h4s0v51sh
7kq40	srnpkun5jj	4gb7pq7uk5
53l4s	6hgmc852d0e7g	79jcpq6fg7
2t17p	2kii62nfdivkf	1eng087cgi
62i78	4flaiolmbqnre	2u6qo5el9v
2mi5n	64mtctose1gla	4q7s1jb09e
401ul	6rppn5opl4nk3	7rld014vba
nls56	46d0av9eoij5e	2v210kugte
7lbqv	3pr2g0ga30pu1	11s7jurh96
6bup8	2a15jhc3v6bbk	770eepmour
757pd	16kvgu6tb92g7	48i2mvlp1p
4f33h	450jsldlu2f6k	611vl7hkie
5de6f	1qjr6g3j796os	7s86h7lb4b
2q7bp	2gi2hlr7vgfim	2vvcga1tbl
1a8sd	689sdqe2krdaj	7qbna8r3h2
6qveb	asqs23ftgejj	7md5lmdpdg
3g6p9	66r3a7ekmlhrh	59m0d61igo
rdseq	4pfcke42ec07b	j4kspqms48
3ovrj	5dleb73dm6dgi	7b0653ksub
1jvua	3bgeccb9149u8	7fn1rfvsoh
2at68	37hff2ri28qif	1srvgkqp0e
5f5o4	31scgbpcsamdr	h8bvtb5q6f
bds4s	18uqu67dnd5mv	6dco37l95o
5qg6m	4r8ec908arbmq	1p39em59b5
7ef9f	7ffcdvabdee0n	6najhvink3
7vb60	1oehfdgpbubdl	7d5eb7pjnm
713vd	6knl1drlp0fab	262lfr4d8p
3jj44	13ulqn2ekc2f6	qmkkekvai0
1u8nq	5tjrv98aagd7k	6q91g04cu4
6eg09	bj84lb4h3knp	5vg9rvtj3r
5hthm	47de04f6g03c	1det1si9jv
7m25e	72404egampqkj	5ubvr4r12q
63mee	7t95qjaqr9cl4	798nc2nv5j
3uaq4	2uh93mrj3f0fj	4fq2330o61
1dgcg	7pm79pttd45bm	5lo4kq3nil
3g9di	698lebai8dd27	55tcscpsi8
53jtn	46h9or5e5eobd	7l56pcjjog
2fcft	6ap9ni8ubnj2e	1phvvbrs43
7oqv5	6tvsg1qlja8g4	4595id3gt5
26sdj	696m4qisl3tng	5tos5dgl3t
705of	63vh5iuu2d46p	3c3d17qnc4
1d415	3k50h6gid44nt	7f29cb29c8
2s9gb	548evrj9iesb8	4etg5rvvu8
2moni	2th8pvc3btlhc	68k7hl9o80
2pg44	66vu1gle72a4b	1v58phtgnp
5b3v9	5gg03lpo8r8cf	kog5ovi4to
3jmt2	7744mjmuq7317	5avnqmmvqc
s3e1v	10jvr7rgbirru	78krrsvos4
3vtg5	e7vpa3mknpet	5i7r8hlb19
ge08e	4ehoscrvg7rs4	6nf443u1bj
29pje	7g2n7e1vpg0e1	3eemks0pdg
rcfkj	4kfqepgofn896	2td49gusg5
6jokv	2t1cb5nqi2kqr	6o1fk9v2m3
70722	sb1rf9ai17vo	5gm9r1t6s5
6hjnn	56pbflcoapj5o	1de4vo9q3c
5dndu	33sp39ao1s0ep	14idb2uhk8
1m3cq	1vglsap3i4427	2bt91j73mg
23sdd	1muc9fno13t5a	3clnqf00he
33h17	6ac3hr6j74eep	ajod290m24
1kil4	63ptjofge62c6	4bjtug7gku
1ftp7	64ej1f6i7p5va	1t63dib3r8
5kvnd	2rltl6afb6t1q	6pf0knh5of
2hbh5	k100u8cff0pe	1f1n59egnb
1vqgv	7sbimjosssq67	fbvf6otd3v
61esp	26gv5fkcrkefg	4gsjrhntnk
4qoc8	1hfmakuvsfj3a	6sobb3q3md
6pium	69pfdocardq86	maq1sfg8uh
54sej	4qd4liv4pkliu	3ffddvkrhh
1vh7c	3122cg0a20c1i	7v0jiebhtk
7pmj6	51f0n29q72sv1	549cd8bapl
33ueu	68m541sim741s	2u8m7kecgu
1ijan	53opc9t6h1qts	cl3capfhan
6qaqm	1hhsbqqdr2hve	6ff65ruklj
581vc	7c2hfcl67sf55	jcf668qek5
151l0	5nuplpng9h65g	79o6t4c0kt
666s4	7e8898g40ejk3	1b0hr0qpvg
53i25	vomu9tosva37	483co9ehi7
6fj5f	f031ng3jh3fv	6rc7e1apck
35qa4	4mp7i3kphgv4f	1nl897bdup
2e7b2	15qhg9hmgj90n	623vlcnb66
76k1l	6bfgmmsqjnikn	51hk4tr6re
2vfqa	2bdvmjh62fcuv	3nsco1o6n5
1g779	39s3v42r8kpk3	5lo891ha8b
1vgr7	4svl0j24fki4b	4i5g747jkp
4pluh	1us5qj84l23ql	6jmsa4efvj
13l8r	6cjbj1o9qbumh	23aolvn70j
7bai2	403cg76jrm40h	4elggt5td0
1h3rl	30dh63rh18elv	bhecjdddi6
1aaed	7jfdm6kcbrc3	79q852k8r2
63tm0	6rbkpm3vg9don	3e6epnuu2j
6j5oa	7uj0i2vtn9sql	1maaqffui8
7evrt	5ljaiee53nu38	5vttjv6nm7
26g1o	3km1kgugtbgub	26ijvj8lq5
o749p	31ktv47jguqun	54c7c9hlm6
6sh99	656vmb1rlkdtn	4h69deikh9
6u02j	2e16uakdna0ce	7b04nkilhg
2ot7h	3tnmnctvth63n	6jvukk90pv
3ki3d	4acn8jmmb5d73	3n3bjtdq64
2lpu4	7vf8n4ddohal1	7kgec50rna
n78b3	4toor408bgb0b	22or2nohui
4gh5k	5ehm2f1bhlgbt	64hba8dptj
5ase1	1erc0a9f32uug	6ktonhbl3k
qp56d	fk422h24mfg2	136tpj2o99
5k8q4	4o4kbkv3jee7g	6415bmod2k
2n4n8	6s5pvftimmqm0	cuok2dghdo
62a25	6badjt5kh3sv6	6n9cocrl13
44s2g	543kf60cq7ufv	279fencsjk
57bci	vs014pkud3l1	7oh7mdaa7h
5llf6	6vtebcn5gele7	56gnn2c2tu
7ct32	2nuoooiuqroa6	355j5qv54k
6u7cf	188agos2d9a9n	5pqgagu949
n22un	3sa95qiv7krom	5hoqui9if3
4dorj	1mmlqn572p53v	2i4p2tcr5p
7jll1	5kp6258db6lk1	5aaqcjbhu1
6ivb8	3s66e5gkmcb8t	2ik57b028r
1omcu	41rq5adu1o64r	4268i87vhp
5dk8b	n13blvgdtv50	7uhojie8t7
6f3gk	53fiamp9te4el	v726a4jhee
v0m07	2rbeq7limba9r	4jh0mv0l9r
35dqh	3c9k2mlbosolf	2u4a9b2pt4
5prgp	3998t55fnm8l4	q3vn9uvfrj
3g5gv	3gu7lilphithg	33hbcr861p
1ico6	5irrvudud7vol	1c6emb9kd0
34aik	1674im48p0vt6	7pvicpfh6h
4dv3e	7emrc9e2ivb99	1eimclb75a
7ahmd	4kpinru8l0it0	1ee8du7t12
3mkj9	58tn9ds5or8rf	41h1vjmuuk
7rc3a	3t84t4hkq4019	61lfol6ir4
3v1kr	3kabglqs9329g	2bnisi6noa
3aqcl	4astfdgjdgltq	82l4v0f0a9
5crrb	5f99brkpt6f21	1faeibdam3
2nbqe	j4mhejhegmad	6vm8iuodd2
b9grn	24bngfkg95d7k	7hj560bg33
ccnhb	99222a4vcqup	272iimu38q
19fqs	7ae59n9skago0	1dq7ahnpbs
1dnov	29he6efiu1t7d	1igt9id5vd
3v9te	62gu2lm579q7g	79sjk367t0
3f167	4sel4bq5ret6t	1bpp467b66
4gfav	42h6e2uglattl	330so6vu1g
6qnpm	a398dkrou3ff	1stpio8ft2
67cdp	5j0dmqvuqtj21	lhoaf8sq3k
60862	1rrvit359qas1	5i89m24cdj
76vkh	1h8fe3qup64sg	6jdk7rind1
15jtj	60oo1cpe5pou3	pvtv80pc0a
m24ej	7er8dth58tjlc	7cv1bo0b2c
1fcmk	1crvdf0v1d3j4	3duab7d2om
7sn5u	3tvbb1u3h0bth	54b84uijt8
4m0m2	49o4a43afugma	47okuejq13
76m7i	4j27jahpuh7m6	70o8jc4jtg
6qvop	79cu5o55uccpc	2v5v9520kg
7upga	3680os2m6i5rq	2lrtolqopl
46br7	1k7556sd9m4dm	4mhj9jjhk7
5blhf	3pg5ogrj4l7cj	1j9baatpm6
501to	gear2dnhoona	7md9sv3chf
6ig8n	1pue3gu11qit6	7dvmk5vk93
8ngjp	1k247m7o72jvk	7rogshvr53
23po5	4u795ocpmko5j	372bm0b2kg
g9v9i	3nh7u5t51r2qk	244032d5sl
2fg64	5foleh2v2vsrb	1r6tqdn4l8
4sl2i	m8ene3vur09k	54e2j34uu8
38di6	3amfag09vib53	54tpojnf6c
614mm	7rc57lmhoiqmj	6gh1cortlt
293e1	5vni7get13frc	49vpj7umd5
601q3	7l4qgif98fkl6	4u7fnqs0ij
20idb	vnv8c3v22gl1	1t2i60ihne
7iqni	fcbb2b4o82tu	5qsqdujm8d
2itaj	3elm5rttf22o4	4qq54f9llt
7aq9a	h0nm1h0re70e	700fg877ve
4b7q2	5jehtu3j5slb3	42gigmndss
1e3of	6s2lkogjdkabv	6216htuis4
2utdb	607opqn0864af	3d23ht56b2
5mcn9	ki0pqun6sc1c	3c5qgmd7md
mqqjk	dnv0mqjh32lr	1is1pj6a91
6pgse	2ghesevlekcve	7odln232r4
78jfn	6923ismfsa5aq	1naplgsi6t
7ivni	5mm0tba310dqc	ekqe3hmlrm
4jv7b	2kt09h7eqfjmm	3i5ska7q1b
5gcl6	7vlcdu7l8mj3l	237ik6h85u
4kiil	3bhh2lsmr93in	4b57gpv3ve
scg1e	5bekpocf6cump	il2ppcdoqe
4esib	16tk376sva7vp	3k6tjmq97n
2ku1h	2t8rgd13rt4sf	1jl5e74dml
2eb7u	118sgc5tgs22d	6tl1spqu58
33bme	4g2c0cjhuk8sk	26em96c8ch
4eu8m	729kfp0c3l0q	4nqpcire0b
62h6g	7c4niemucdo98	40it2f9emc
6dm3i	m7fnsqjs8o4u	39c1doo981
3c4le	6nfc6qmt4r8g	4htuk27b95
6tt12	1r8esjgm68f4h	6umgb37c0q
559if	7u94f682cg7ad	1ac7sft59a
7kpac	6e4r5m9g10uba	5ev9or7bmb
3na8b	4dm83aphvba9l	5sgs6629q0
3bbao	5r002p6e8k7t4	16iae0j244
7bavi	6leh3e4b0bsk4	9vtfstp63d
77sfg	6ovje0ujtfqv	iividh6fu8
6tfl4	1jnn8g00dm4u0	4jhcbb2i0u
5mupd	1latu5u2hp8g5	38e57fhehg
4bue3	9j2a2g92eopu	68h4n7fqud
3tq1h	3udqqh8cur2hm	4sk40jp2fj
1ogm1	18mdsj3lpmte0	2v1h3jlqrt
77qja	rgqaesc5ngp7	b92kkik0gn
2hide	olve7n1j15ne	23ho9jv4df
2q0te	553vmkole8b9k	5le40td9ve
5pap5	1l6lg5176t68o	425dnusjo4
2shg7	6pa00168gad7d	73ph3hnjjl
70l66	1i3d853lkt9uh	i57m0hr08b
5l6i8	3fmm7r970mi2m	eg6rjlrabf
4jr4t	31bp4r1o07301	3juninri0l
5jh4o	dh3i4nsoc99r	3e418btp4h
m2f97	6lv49adggseib	3pnhj1n4lo
2uv53	4ofs6ktmhkpbm	7teu7cekip
50nj7	41g110n8fsirp	onbi8giv1o
4re8r	3vtocnc1q15au	4s4huu8mla
7esik	pdiru5n7u3e5	7v4sjdbikm
g15lc	383sjgascdfrv	2dh6lt285b
4cfdo	rbtp05nquivn	34usfj3kvg
10qpf	7nl5ogoio3hgn	2mjr7oqt4r
11vog	1bj63n1mcbudo	2u5qet38kl
70a3b	eh73m53f14u4	6sgae4e7fm
4jjuo	3v324vsivlpa4	4hduc2d4ia
7hc14	1tlllj1i1kpk5	60lot7gtlp
1tmqh	2tt2hgbhcddk2	2jlofspd5s
519in	6268tbn12tc1e	4tnif0mg46
2nlt6	5hc8foo4v056p	71ph6bh202
40457	201kpm5pa940e	5oaa210b1l
6rdk8	40doajbfs3non	98jcafvfhg
6ncb3	3plrk7eioh7j2	6mbpvsvn67
7il3m	40ur4h38gtrd6	707gdraili
d8gra	3e25fdp63or96	tpfvo32lh9
7tjp4	6bkjdqmf7degq	778ra4advn
38i7n	670vi6huidu7g	im17oo1i3c
3aonv	7vn901rii8b0o	2laj17nm2h
6iprn	aurcmu3btgci	lkslatv1tn
39e1n	13op15t32af6g	6lhh688p98
11cmg	23cmupc65rgbu	18vqpugb5n
3mgf6	4m5npsj44fksd	7uppqg5a33
u3kmd	s60k470ra1vd	136vad7ibi
7bqgj	3m0ihd79u3639	5pa6ve9joq
1gmjp	5sf7a8b8gkudu	56prrerbn7
6s9ld	3tu7nq99389gu	35jrtvqfqn
3jdgr	e5qboha5o0n2	7p98lkusst
4pq1j	7i9sttf3dpuqu	2l2schcs3f
51j9u	7dcbfsq95vr0l	66onth5b63
10svr	6kj84ghbis8sk	53mjkjp2j8
6qvva	62gg226erpa6o	39f5kdt8j7
227kh	5ovdbj6b3s8pm	31vc1aem4l
5kiga	2if8mf7bgsr5g	7cv278qh8o
gara0	1iuck774ndo9a	5obtgkij7i
69lb4	2fkisaknv5qf5	5e30sm439n
5dhgv	76k4bk4v0av5k	23icdgp25q
1rtqp	5q0vg07emqn62	i7kgpjar0r
644nr	656h63pog8q9	3d3kta8ho6
2h1vj	7188lek7bqh2e	5sq73n9q4q
62gfo	204ga0eram24c	g0o5jjda03
1vqah	72qhfnfb3mdp1	il7r9p95ai
7njil	1p80e0sjoa3t1	2geack4tth
2868k	2mt01ps52uqqd	390bpstl39
7bmd2	24v0s285cprti	2n4ls88eav
jaft7	5lfa4b2mtuur	1ncv9hkc8u
3qef2	62sve8kg6v3ma	6r4v6tm6c9
5vdmm	61hbmj81glq81	7f6kvuodt2
4ae79	19u2qt2nuspvg	20ob9csdma
3ubiu	3q12njr6bs24o	3t1u4hm4mo
mfrb0	6ll7iqp7kqci9	43ct636i9k
4l0b5	7pmcp8e67aehj	5etq2fsohd
6gnjt	73hst7egihng5	6ii69l6rji
609ss	5ioe24pufm1hh	2qcade93gd
5at3u	5hgbmeb4703fu	72o4gkir1r
7h3lv	5jtmn1c9em9gh	5asosu68ve
3sfj5	5vls6gpfo9kgb	5pgjbplrd8
67j96	5mju59o8c5q70	1amqefkt63
54973	kjlp0u4oskb2	7f8p6ir3ml
1rol1	5tpag10k4sd7c	20gt1djd6b
5v8h9	5mip4vj1j23ve	55sa5d6nlh
6lc9f	5nq9hnhae5q08	4b8te06vbn
16r01	6j67l4b7bceu0	4jii5mcl6s
33tfg	1gpokdi9fbh79	7t3amqgmi8
11qr0	58hthrf1jg12u	2ceih7l0ba
59ev8	3f20plem4r6g0	1ngj4ruk49
q5frk	5rj2ugq1gq027	73unt2ujpi
3qnps	2ge1ca931bang	59u2oj26um
456kd	51iim7ndqv2qj	38qr9huip6
5bb7q	1tfni7pubbo3e	47ddkh7h1p
34bkp	4941tjrf8j29v	1komve3gpk
3cv2d	3coav1c7ov12j	7qjev8cctn
96aue	5s4661g5hep2l	7gm0pbqqva
78kgr	7o0fbugjkharu	63pl7pq98f
77qlb	4ejibaka6b94v	lhmk1b3ru1
43sif	12kftuvkcoo4a	4arf53niqh
52hpb	4n2rm534u19f8	1gk9hcm6rt
497o3	6moprjgqf4ifm	7pkj8m9nrp
2is5s	6qd4gen3qc2ne	6aqpdqht37
7275b	ptt11l08so18	4b8uqd993a
eqeqg	48ag1cqn9ueou	3a7h65re75
5hucm	665n49tm4buuv	2v9714qvqr
2g9su	3khpnv22bccr0	3sug1lfjj3
5b9uu	1tkkp58p7c51l	2lgdntmt9u
6tpi6	n1407sveolpe	4n7prbipg8
2oig8	e9cctibo46sq	3pde8a8sj0
1436h	4674rttt7h8bo	2p3vdqttss
17sje	693bs1m5mg820	3llfp3mope
6jskc	3lkbucn34bbq9	5ulm4vks9e
3fe75	1rj40m7pdsdgg	71ak2mum23
5g5mp	3vd1kopdgopjj	78fmr2jljl
6hiha	25sv7cqrpn7l3	3hjmgtjg6r
4juh7	7or9nookl5e1q	1n4k2dadpl
7hh8l	5pg3fioifsk15	7g41sfitq5
39f4c	3j2p4d2emsjpk	2l107oqee4
5d60v	73oililjhla8l	5qb4tv8kgk
klhoo	vari9oop3vm9	7mhsh11rek
5jp1o	10akkpjpcalhi	2bj4jju47a
5gs0u	5grh54v8apjcb	2i7c5m2cqm
2hpac	7obbra55fo1ap	kh3t51oho7
3v0e6	7ss702mvhu8ce	3oihmte814
4p8tc	231j28bhmipc1	5uvogk3dn0
2pj0f	34tpgeqrujr4q	4qu3eh7ko8
5gg7k	6vp9sqrmglsj1	6srnchcd4a
270ig	3je6tdfp2chv1	49sh1jmugi
rcg47	5li01hl8da3ki	1tp62j3c6h
7bl0k	6fjv1nvt8ct5	2fibq6hig4
133i5	5edejnf8c1mhc	1ijnlp0cv6
45tci	b1m81j525vt5	7om8fej6rh
2prep	4gsmdo7fsd56f	3utqs904c3
4fbm8	3dn3a4eu9eihe	4cf266l06f
5tbud	3jrjncgrdmv9	74kib251h2
1navg	4gshmsk4ajdth	3087ek20e4
52te9	iphio3809grb	607k0bhucn
4mj8b	3dlkdnb38toah	1f4k0mv6lt
7k5ek	4pvvg8ie255ec	4bug4lti2s
6v8ns	640f1ckmsg8cm	4p9jlt86in
33gjt	1mostmnajajs5	7gqrpa582k
5nue0	6m7aha00j32l1	6h7k2pb6ai
7pqt4	18c8m2sci5bpq	234kvbcg2p
6mvba	31b4b171k9a7d	pfdhdmsra6
6klqv	2oumjgl9h0f6g	2629afc5ee
77ijv	46chequagadd0	54vv294r43
7fc2m	18fj1c0e6akho	7u84miokda
57l5r	6e6igf8gie2rt	5rql89ra0o
nol01	4bj0q6tfmi9hb	32p3f4v5j5
30hos	74sutc6ell2c9	gta3e38dd4
3iacu	6gqif6es4g035	60171nhc2j
5kqg3	6k7bp4vk8aask	5dbhaplf39
571g6	i375ba5vim7s	q7tu6sr63u
1poro	14jaakga97km7	65j34ptg3c
4rpsv	qmvfvsvbee3u	5kimj6iqog
7rvqd	69l68kj3q95dr	7b9op22pn0
2e67t	6ptu0llcgtpe6	jpqi75d5fn
1h959	1dvkc5o8eevft	2m5gvve0aj
24juq	6vgodrbbtdjh9	66upsn3p7j
1vk3v	1v89qrfi016ep	26td4rgvcj
3jfe1	15tnfg16beash	7e1q8tgrhn
1sqdq	3025g3oe9vtmc	2bae2kbhbe
56p96	6vlesaoee9lmh	t2fd59ae3i
7e0ag	7sgmvkrlhoglr	44rnsdsddk
fejc8	78r12u9vbuuce	631131l8b8
feueu	7ooc96l13m8pk	31m922guj9
79gln	6pjrvpv5k4m4b	211fagiav9
3akf5	c9cjbjhiqqgo	3r5b4t8jbl
511s2	2qatlhqqtak1m	3qnttl3t1l
7tvrm	5datrm6upg6ub	6dladgcts9
1mvu5	66clpmjsi06fg	10bkegh62r
58415	167af1mehuorp	5tidn838s3
6hpe1	2jqct07ia1ib9	1325gpqjd3
7pfo2	42bqelhccgkm7	5ulqr9epc8
502nv	37ftn8oe60ca2	4vk48gfq3e
6jp7e	2r6s8upavio99	4kdi9t7c3u
mu5un	7j00ad2q0ckcu	34ovgv7sda
5lj8v	4td5dicfqvrsp	365dsudoub
t41ih	6dfa2ed8mq40p	4bv0frtqfq
10frd	1b7h5fm0uj189	1sbarqfkqu
63523	1j7b2brvc3aur	70au7895v2
6roru	1n93kv77o7g41	19tsujccpm
6rguv	6k6mha12hecls	62jrb1np37
5tr9k	m465fncnb6tm	2pvdkmbbi1
11bqu	2sgtgj7aha0ho	4naotsn8lb
2cfu2	6oh33jg288f3g	15teeamvpe
21vb6	4bcvhh79pj4tv	2j5r167fhr
186s0	3thg6lj87otss	14bauo9nl0
hr35e	fednagr224p6	18gbntut5b
28ngb	16m6761i6belr	26k7i8h3ir
7k5te	14vjoo61l2t68	2iu24ean8g
7gr13	3neot3emrt4fr	657jjq1kok
27d2u	6kdcl4ler2cdv	3dfjegl78g
61vbm	2onhvdkg0gbnn	3o3hb9vdoc
7tikv	7u1h1dmuss9e1	2gnh8uvcac
3nqnp	bevq6a5a4gbn	254cg9urp7
6adnu	6mndq84tlk04u	7gc2roagu5
2hgcf	66tmani6t3m9a	2bfa226124
