kolom1	kolom2	kolom3
5dj8h	6rnu4l6q0bui9	5he369aeja
6genh	29ll3an89vab5	4g14qf4a30
64o6m	6dsudqq8te8da	3cfndf2kf1
2m8eb	799kjcitbduq	52hieiftg7
2ge22	29a60iuamofb0	1rdeen8iub
6qqvp	538egdllk11qi	7pkqf50hkc
1taif	27kuqv440omn7	2q1fi7o7ro
5c5uf	57ft93g3e6n94	86sn9hrb1a
5bnng	6sagp5ejjdlkt	a63ci9ge60
4pfqm	5hhef6accokcs	5lr42hej85
avmhb	4020gje8m8n1q	3p751sl2s9
32nq4	6sfja1e9cu9gs	m122mj19pl
1l81u	3pe9cc7l7v682	1jr4vm78q4
a9nta	3re1sslj1k1db	etd6ijjsh2
4mrji	42a3mn5l498vp	2aphqbocb8
4oi4h	6jc94efev9boc	78ukgfq4m5
2273n	4tp21t30tl8u1	4vecm9nnog
4avss	6thbrto0kaqf2	2q7h11qa9v
45eu3	3qf6ravkg1m30	5m4nni7hp0
685is	rfcg4g16a4lj	13b7fomm7i
2rsdp	jdeapcuof7k8	4a9pgd7d2i
2ost3	6nt02nsv50oir	6a185rlgnm
4sjs4	7ov90co177ru3	6unv9cmtbc
19v2d	6oq3ulbc03df4	5s62jlsetq
vu9no	4c6p2mjukqvei	1usngd5or7
2v055	1a0bumf3qk5st	552c552oaj
2d7lh	2gqeap6c7h4vp	37vi68pk6d
7i1uj	140vasq3m0975	4mu8mnq34a
24mpl	1uk090f220p1g	2ek90g898l
1tuur	6j8j9e9645bg6	7rgi4en77s
3g1bt	1u0gvvhg3gph6	4uae6t40jo
5ia41	3ipvnjj89oc66	1245t925qk
1qdce	5m720824p92a6	480rv69uqs
5ujio	46hom0635nqam	3caetgr2qr
633il	7ga8naaopgqde	3rste99ekb
5fftt	39ar2iqjbgspp	3bn4b6ov6m
7aphv	7dgvg3s7snfd6	23f0v9ergk
8fhfk	3idp2r2v4qat1	46h6i7itnv
2ob7s	7hfik97j7fnu0	3kalp9pl49
1hls2	71sld2tot923l	2eerrdc9un
5p8kr	4hb0k4il08enm	55ghfme7lk
14adn	4j6m6vmqkhcud	703fnmk01i
1bema	3u9g111g2jj8j	2c57l1vbs9
2j326	4bppjn5om0srm	3fk9qjq1cj
1f5dq	4966ga3edtd54	5mbu5tv8rr
7jbsk	5plmrjdot6951	1fcjbe8f09
41c3c	4l50o1mm4j63g	mh8bm3drrc
d88q3	efp7t3ppf2ma	2uag6qo1p0
5mad0	1gdi11d5tbjae	qjp9mavvv2
4np9b	7cug81f8n2g	2d82ac5sq1
3b6n7	393p7u2mjjapm	2lhu530bd2
6bt11	1e24v1rae7ql3	2h1pq8gbjs
6fmos	ha3aujm5g9ru	6dlt2n01td
g69m7	40mr77jmnpa8n	4gbma3mibk
4u4dk	409vo82r1vpda	c3m31lh881
2fp0g	55thhnlrq08uv	204oie0mur
47o58	7ovtac8ga5d3v	42k2irkg96
4ltk3	1sf6h2jjmjmhs	29884hv7aj
78k25	3vcl7t7cv98il	2jdgu23q16
6f5qt	6km36ck32a8np	3ofunflgsq
5op72	6s5ur8r0njqoa	6p34d1sjjf
6djdi	5pm9abq5jc758	30c79194ev
5gbf9	3srkroptqocmf	7r42tv29cb
4nj0g	3onb0o2ai0ep0	5aencisp93
6drin	470kmc6cbb6de	i7insi0rpd
52ffv	e8ooves9f6t7	7c76vibbgo
2fna5	50q5j1fel0ifh	49bu6cc4kf
7cefc	2krrsk73j0vha	3s5mnpsuln
3vv9j	4uls4oq7kjb2s	2898nn2ujj
3r2gk	lj2jcnetl7u6	6ou1gdpcj6
3gvhs	6712skko7vo04	13a483v242
1m4ke	114ksu2l8adqo	1tm0sonenj
3agoe	1ak0naot1ocdg	17373qqivo
342pm	5d0vk7md4kee	60h959kh2v
tkoib	6a5e1mgl1j8m7	17s4741hia
5qubu	52s2abcfc3npf	14c9ig36mm
2l688	3073reeirpfe2	35cdtivvor
7kd69	13htdolf8sm1b	2fbqnfukh3
t7bg5	4h5hk0k2fffm5	2qgv4m5ops
5akfm	5ajseu58b39g	g85o6d0vk5
235ms	7efs3a381c7ma	2ttflafhe5
n993q	6o8jr246ho1vj	3ebfnn8r6l
7rfta	5gs62fadnf1mm	ore7dlcosd
3j0qa	7abs9j124bm7s	2eo70ij6rh
2kilp	57ai09tijcfsl	41pvq65e68
78771	30oq356v3lkk0	10h2g5cd0d
5tqsf	13cmhc4iif1pb	6mnqi6p99p
6llg2	1jlkl6vcio02g	7stm3js7po
59lvk	45trjkibgt4vi	1ebjilug19
j32nt	5un2bni9g7o8a	b1g3qge8s4
3of0t	5rsllo8khtpl1	4c71ut754v
3e3i5	2pd4r29l8a3fl	1suqj5p71c
i98go	2hht4493hc5fj	2kc9jo88r7
1unco	43l12vs4bkfui	3542gibibd
