kolom1	kolom2	kolom3
mmh0i	nq0hfm0atg5v	7gkld4qt3g
fg8e1	4k7s2uq6enaa2	4nnpn5iu3t
1f6kt	1mqtfktg6vpb	5kiadab7j4
15di8	4o0tafeevo6f0	5ee4brtoac
6bo11	6e8el7su50366	5fq5hr2anv
fbtq9	65hii949a1bgq	2u0l4imr3m
6vpen	38iioukpnnc0b	7kq0eqss66
4cgdp	30ill419m2sh6	6o8kni0fa6
5ocg6	2e8u8dsok4g13	5nqrhidn72
gahba	24k59hoqihd3h	51abefkf25
kjg5n	10473ad5gnvot	6l88sp1mbn
5d208	c4sglbp0oqna	4ajb545dia
2v8le	71obiorvis03a	3keekijb0d
2ggbn	83896qt3sdat	59vha7iaea
1e9r8	517vl65qvm53r	6sugg9cteg
3ahkt	7qbqqa52vqd24	3jd65im8e1
31hp7	2opcjr86hn4nk	1ainh4vtpm
44q9d	3u55nri7gj4oh	7ojk5d9sog
6deq7	60h66krrq6go4	503pcmpb5o
22qbt	5rm9i0t4gjqqi	9ipiifb95c
7mb71	1tj3ijdipo90t	1b8pjq8ifv
3gd7m	gbldkhcq8642	t0ursl88m2
5bo6f	425gsln9c24b4	5qh8e62t86
18eo8	7drofkf9r7s3c	1hocg4evn1
5l65e	2euc1b5kgqpkd	68ude5atds
j8oc0	6ph6e8qs7bjii	18mnlk0a35
1sbki	2nvei21l0a1ud	7m7q2i4lr6
4ukfq	42do3tsn6f2pj	5upom6ji2j
69jbl	164aavfhm6u6c	7julblnqff
1u7b7	5dtivg6vuqtce	6crbjiplmf
1ljfr	6gh04rjhlvgge	7raimv66q5
ljj2r	18j8dhe9tmim8	7hhia2mf28
3mind	2l55tgc7mdkca	p60viqdr6n
67npk	hke8fa4u464r	3h9cb18v71
itoll	3dhjv9iomeu21	5p6c06o152
2ss21	5qlda2l54hc0	jano07hc96
76moj	24jrpm37qd9mj	12n2c0kntr
66edk	12mfidvu184mm	22p4a8tsfj
7p1ct	7hk3d2icsng9k	5ps5ekl448
7pd9c	59nm3rq5g9ig0	29sj3fbt8g
4qi3d	4tdbfoqasceao	110dtqjg28
4fhh1	qr6iuvoot5gb	4k9kjqaoti
