kolom1	kolom2	kolom3
43pu6	7p5od831ffd6v	1122eqd4o6
646dq	4ct92clbp3hk2	4alpf9erio
2mesl	5mvkuhpmu3loq	4poqoogh0v
jn672	14gkavp9ldvnl	7o9ibb67vk
52vvb	39dm0oql7165b	4vahvjkmc4
24ok6	4tp6ndnl7cjb3	7jhcsldcm5
25jer	2ho4hio2jv5n9	16ulggl5i0
6lvo3	4fbg5trrin53l	13ll5fcl5v
3ad3d	114ro6ohtib9b	1c8lanclo3
2mrhc	a6d2qigqhguf	6ov4c7chvf
22plb	35jsofbuj5s4q	5dui7featn
1cbp6	2dgvkcc38cldb	6kmsrjul7c
5hj6p	68elve5lmv0kr	73a93vheff
637ek	2mu8q84ij4bjf	74mkgqago0
4tuk1	39od2cvp0d4a5	5frldbh28u
4eo22	15e678okeih9s	3bo2d1fpss
5lf1f	3puu3ivp0l38g	5ra9lur3it
m970t	1qbmnniim7adu	5sfatb9ej5
up4lm	k0ban2u4sbrs	6k5k8cgg6l
576k6	1uromtv1qb69p	52v445jhmb
7jpt4	7np0l4il9soda	2qeskju4e2
1f4lc	6gdsp2k0varot	6dote53iao
25a82	56jn1be35ncoi	75iae4um0s
tp5ch	5oo80qmhf76i	271k5ij9sv
73200	6usuir1r8njl9	7goptjlo8i
712up	lc03u0gtbp6p	39jned27gl
5eu67	77buivqnmqqks	48moe9u90j
2skp2	7320os0dnc4lu	48g56u9ekv
29an2	bhrc1t96skt5	3d683uicu5
69o16	1m8sl6k3v0fis	4h72li7he3
1j4uj	4oacnajq7cejf	58sl2nmoe0
5pum6	74nrgocn9s8u	1ubv31h4fe
365fl	14gsuiu0j7g1p	3ml95naftk
5vulm	1a7l1b7ahunfk	4bdkd1satn
6f2ne	4p2dbjg2ehskn	3t9k7fn9cq
5e3vk	1qd9ult5iqr4p	2crth4ej95
7tk9r	31fsspkai8j5o	7e5qb48a37
1uauk	4c70q5eapqq2r	125igb25j1
4si5j	6dkeqmro8rq7h	164129ro5f
7i7em	5cqo8f6qs3ivk	n5df7bqopc
q5dq4	19qfesd9bjkkp	6dar4d06nf
6a1ik	4sn3im3ji6ju1	9gtcqu4asv
41rto	7rqmppdfaqkgu	660dp3lna6
59c59	7udor311g48j9	lo8vei6vn3
57l3f	1v8ee0r4o4vu9	20i4gvrvuo
2p7aq	2479domua7hk9	2qbgc2l1km
6k9ep	7lslp1jmsvv6o	7k3l10qo0q
219bd	4gv7nqmnibuhn	lc33tjaff5
3j575	658iumvjvkkc2	36eciiltut
48uum	1ou4isflnkcdc	3doqua3rpc
7lm0r	48vj80vbhpa35	6q0456fuua
21qoc	1dp5v2j2qns8e	6q55mquuue
eamnm	7u1kj9d205ovo	67u8t0b8nu
1h2gu	6n1801ki6nbsl	25kn27f9m3
6a2iq	3go3atpcq0ski	1g015a259b
63te7	5vgouhtbtm2ot	5re7ehmqpd
vlnj6	1l894q77pkmbc	51qv9n9326
5jgkd	jvm528glmv8l	4ei702sqe2
4e7jm	47ogfm1qk0eeb	3uhpgsl00l
vskib	3950m3so2feaq	1kphkg2rma
ulc6o	an9ljdhfv2ld	6j14cmoain
6kf8d	4kn8r9fp6gpre	36i6orq3q1
6k7hh	1l5eav3u4suu7	6m9785397c
2dok4	3vuk1ktef5ru	gtvu01996d
2lk3r	6n8j3m0juppsi	69tr681j2f
3721d	1snss0c48a7re	12qiuictt2
2crat	3280cnue5mpen	qea1qg1dj7
f2o7m	7ml9ov2r95ckg	3i97ts5fmq
4tv55	382dkldjm7u3v	3jt200q935
3a9qp	4sm3bu84eks5t	71a1kvr5le
6nejc	4uv6f0mjv4lq0	28gkcf90k0
57a3g	4jcfmtguj7aap	n61hvg8rls
10drv	blbphp507qfb	4cr36boavi
1qrnf	2mumlh7jja4kq	52rvhde6kf
qiusa	4b0k6um0ve4p9	3ea7mvknt1
7e9iq	1tct7tda5takl	us1fagddej
463qf	1uveein2o7pme	4nm5qupkq6
68qll	51c1p3qfah5c3	5mirnsj459
47io4	718ocfvtj89k5	6pj0af2s46
5t53u	1i8c0jnfn4vc	6j23llgau0
73i6f	5092gd55eqjpi	4upvhce8bm
75bu0	24g3nk66o2cht	4e5ch46rb2
l6bbs	4305obp2qnjsk	2m8ub1t8rj
660o2	1ib1h66bdak8m	79d3iqo452
1js6a	77k3d79o9rfdc	1prta396u8
v6s6q	72oe3h5i7c9et	37h1j1iab7
6qq3v	3bjhkqoj81jn0	61ulincsqf
4mpg1	1k34hhdpcb729	3p9s8sfu4v
3flku	4rlldvou1o5mu	4u33s52h0q
39jb2	3lgalhvlq8b1m	3v67ato6ve
50uei	509nlr7rniblv	3nj0vqiccl
16hte	50joshdpkue5h	7icr2i43a4
5hngn	1ikp7422pbhgb	31ecc5ok2h
6cuj9	5t7o6ir40n6a0	5nl3bo8l2e
2nu0q	2nku6uogb5ht6	5ivljicv6s
pme6e	3lc3vikb8gjjp	1h64bb77mo
4nbvo	1srjs6om057mm	4a18bviug9
q31rp	51m80c5m5ks6e	4rlaug1vgu
5sl1p	23aq577i134oq	2jp50gj496
s8g3m	6o8ogj6frf04q	4rps69urlu
30p7o	23fn93mlf1jdv	51ihiucih2
5nhhd	2r80vqk1fopeq	63j97f54nq
mjq2p	3pg2g2rcl8ee4	2bav931v63
e4dmd	7lm98vpup5n6f	6115vgooj9
5k6g1	2aje0uoc4d07j	6bra64jfvo
5jva9	20tshs6goq9v5	5s5b598ujv
2qpns	6rsn28qakbp66	2blrhtgjfi
4tgpj	4rvhdsknpa4cg	2gsesomdur
19fqd	114ugbq50tdfa	51pmsi3dhb
1ntq2	akt71fv673os	5t4ot0bnnf
7ence	6bsbo00ooshri	79nais952a
77pl7	4ugcdd6atihf3	b7fre58vr4
2u2qk	buf78kgdtvdv	momf6jt8qn
3jkr3	6snjqiaafd7du	5sriqubo48
4vdb2	j7apnb4urulg	5b4kf6ppo0
1cn5g	49cmrv1mm9tne	5ra9csnm85
565eh	1id26gbak788	5kddomr8fe
251sp	3tguu953hi5dk	cpnpbl50eh
423k4	2b6d8cfdd5gv7	4vt577754i
3ck7l	f08pil71p6q3	45uvf5gbj8
2k18u	2a8kqcjq3kcm1	1m5rfi1qqv
3qejs	3vssh2k2jqt7q	5mq4irc3oh
759rr	2lgsc7pb8v0g0	1t7s0c43he
4ank7	41jnnji7m524v	744ia3gc1n
13ts6	41ecj0cc0tpsc	7f90g3jtp5
1pbkj	d00u5406963g	3kdi59aqf4
7kvbg	4gf5cp5p0euj8	2nej37q8n3
70act	4ccccro0n0nef	4fa41ks6aj
7pdr9	6qun64i6408q0	5tjg69ctsq
3k897	2d4bpdvo5rsbu	4ko1gluch1
793ht	7ql4o93p0h74v	3usls6o5c6
2alkq	7f8j3lg134ec9	eo6v63mk3j
49ha0	7jal531vnpge8	5h5n0u6r7u
5vc0n	1tp7o3ol6c0v	28p6261aoc
6g6mh	3bl52l836qlhu	q20p4k2283
isv35	te29evia7hlc	1m3rkjd1ns
7fgev	6vnomj0i9ve1t	31r9840vv4
548ck	156ov5s8edb03	3btmmh6h56
758ch	4khouvn1mk69n	3r5chcobqc
1tjs3	7vgvft3pdeb9o	1tvonfncea
62e3r	2fb52k64tdaqs	2m38qlqbsf
6mdhm	10gp29o4q9pok	7ljrq3pe1l
kivq4	6vtp967tnnomf	oto44pavuc
3rdfd	h16q8pgoql49	7ca9ngjs0k
4hdme	13rruu0qghg7f	28k203nd38
78bhs	h2gn9rlcp4rb	141nmlq29m
52kt6	69r0mc82t96h	3tmpp2tfnp
42chu	304jhl60qglpv	6slr66sos3
7c0q8	63jfhernons2a	7ifotiln6u
7bnm9	g53ku9j8jv97	6nmdtb6k1b
4hqq4	6oshg3fabas3	6cq75did6h
4j1mi	6t4pqpnkr7egi	5fm07h8a6n
1smi0	4s1ft2p485v9h	1ua3t9scol
4hh15	75hol89t7ojk9	4gd47c8kq6
5i10v	18kq0chm7uvli	49sq86rkvp
6c7o7	76lo1qr1um5hh	bsnj715tqp
3ge7o	2tr516ikuoh3a	7e57vkqdf7
4djvc	5rs86ij9imf0	5sdskom0oe
3b42q	714aeh9j11sug	48ndv1krpc
579j4	6gteakokc4ja1	a2ka7rstl4
1a835	5t51i0bmt1p0m	17aijs3isu
4ojme	2abmmetcciki	6k83ir512l
2evg5	69enmq72lr6qo	4hcrt7bl1v
521nb	6afgd360jej0o	7g0mt8j0r1
5e7a0	5bc4l75i7a12m	56m5aev1ac
58t61	6us77u68o23na	7961p7crdb
33d0o	38iibg0l0lcjd	19viv6b4t5
40n9c	5608bo5i18f3u	6dsqi0jrqg
2knb8	7aab8gvbj7124	77ku5ifj42
76lp3	2it7kgeo309fe	6mcl1ihn0e
5v8rg	5fmhgbbgqhglq	6tgdppk84b
1r3sq	19kl7o5g70rjt	77k97c10cs
1v89b	7tl6kjqpughb6	4daof1lcmr
np06q	5154lkhbak49b	6hi49qtofm
1d4cm	2d8krqne9p0ah	68q4cq4ahv
1pcri	1ntee54kg2t8g	13dsfue2rn
716mt	23t0a8n8nh8bs	4h162k6q77
1kep6	643bkndkikek4	6c47d5v51a
1fui2	6b4jlalvrj5f	7je17cun02
66vk3	604d6rfpgdvv3	7b45e7klei
4vntg	3aj6q8hm0vpdj	6mm17ea5oi
73flm	45n5rd58n8jnh	5k0s9eq287
