kolom1	kolom2	kolom3
6gaft	lt72uncth0nd	4tthhfipbs
5m3ll	1f7qh8rtutv3j	1rpcitth3v
189o0	2md4imhcqli9f	1q65vup72c
7m00e	5orclc07oc17m	79cga6hu21
1o13q	1immqlli8mlaq	d3k1lrf1m8
2ip98	u5eh4h47hbab	7qvvj6qk49
4dl26	1fs8rf2pj66bh	5f01ef9o2j
32pc7	6nh52fekg816e	6a6ou9s0pr
30r82	52sl6ibgjfi73	11oq6o2scj
5ahg8	1ghmdk2j82mk0	1boh7tpcig
40ceg	7vjbt9je2r6q7	6c9pq2rcdt
7l32l	4a3cmjlesm2n6	4ip5a1gpca
4tfp8	5or6ir3uq7l31	4bcnej7c8o
1lc40	6psn5tlamc5kb	164d3lm3gf
i1aqt	7udb36m7f6u60	3q6611kvpk
4e8s3	3c7lg7cckckls	e3s4gdl246
7tvr8	dj35clb64e3h	7bf7vmj03i
7hlul	3927bteo9849l	4895up4sgu
16ug5	1a4bqk7srdvlc	129g9do1ve
2p81a	423ia63pvp8ra	1a9oa1685g
1sl45	42j4unc0h2s3p	5h673gc6v3
v82vo	17k8od350hfmb	5td637obnt
2p28e	6khc65572ca09	4ghhdejs30
77s5k	604t8uprr3s5p	37smgtdkt4
1tjgp	5c8687620jnmu	2usb5id80c
53bb6	15ipq7eo08bik	7spisga9ae
2c2rd	a2r4n7tnugvh	1g4t02fopl
4uvqn	g2ovmcn076ma	4vehflglba
23v6s	3kh1u9f30kha5	48lntel52f
4rsqc	4hodcj3ar4vin	3rvao5mask
658jf	52it0i851avqo	1qhstu6fuu
39bjv	6qpto8li19he0	7v3m1oun4h
65dml	4e55gc4fc1mec	21painockl
6hqko	424hru8c9c5qq	1s1mmdgked
d1c9u	5s4i6c0317vmn	2nkju635gd
1h807	1c48eqj9j1da8	5nrqmdqajs
7btk6	7gtv73mf9ud2r	rvnjnahom6
16dj2	7il6njlk3m57m	71p38hq4vk
vrq77	6e6u23l3kqmqd	68ckb1ktie
2s8n1	5dsqtl14k99d9	5iin9jpfg7
3iefv	4cq53s2vgdp9r	73qmdoash7
7ne6m	5ssmkljdg2nl5	mvqehmnhub
41ef9	5kdfh1a56v7ju	3m5bbrgmnp
6pjqo	71jc17r952ved	5f4329277l
2gmtk	498g0varsdlbd	6gem7s3g0a
69b2e	7jqq8m3ko0869	4s3te708u9
2o8n5	1rdubrb10qs7r	lktp5eipdj
7s18f	6esn15skmlorr	2q4av5vaef
5fd3g	6e5n51eutorrt	juf07q21ds
11evg	5nsb0n04bkb8n	7m86tnq1db
1masg	4sv8n76p08s11	2078hl2qo1
7fv34	5ua5n3fjl2if4	2742b9980s
6vitu	1fbpjtljjtrvr	724ga9rr33
7ss8i	5754d9ts02o9e	lgbhutsed6
j5509	30vkne1qo9n69	4j8s6efniu
6g4j1	3088p0tb59mq	46a4ifss76
5sv26	1dbg524tu0mlt	1vj4e4m1ru
69gpu	5vkal89v9i2rj	5352t8qmvj
4a2t6	okioqtua0ji8	1n32mi7eli
ts4gf	6jav8srj636mf	20og7vagnd
1of3v	5l114ji35ne06	589asp86hs
7o9h0	7udq169s3q9m4	3vv0gc7cq1
252fq	3p9sqnmmntgiv	5dm256ms6a
3qr7r	qd981v6fdf8r	3kdds5fs99
1q441	382v52jn6u0sl	4i8663mll6
5parl	49ubu7mvbmunr	6vqv6lqmb4
2ba6a	5p50qqi86d8fr	2g7lg5ivt9
1lvp6	1i55cmm0i2vqt	qic0gf2ja4
264gi	4snov6aobjk9e	5uimgnej2k
b5il9	3f9uamsg1grb	4sjdvd65hn
71ron	574j82sv51gqs	1qrl85far7
t48nd	3nq889rafer5m	487t5lcdt5
6anpf	1988apiperd1t	4bj4otfgcj
7tg16	48696aj7f1v71	7s672d5ltr
28cm3	5p9m7vchrv434	119kf34gbi
7jafc	3tmorgfcirlvc	3apal4k95n
2ncte	mee2lb9fnlaj	4ffc8pk2lm
3iuth	p71j16i561e0	1rird8fukf
4uq7q	56nadaaal8jdu	4uqcn1d1tu
4e29n	6ehukl9i7hno8	1etb56ii4b
5kkb9	69i4b48o7b7e4	3dkhim7mqf
5je5d	411gbkegls802	2e7srs5dn2
7m30m	o19g2ub6dr9d	31pi4ev5a3
6arm4	6jpfdbih8ngbs	5uvma0gjne
7adoa	530a9t8tdc1ji	5opvfpfmnk
2pdmf	3qjujhfnmsrt4	5chsfjnk81
1b79f	2ti15jr92ljol	6b1ujac5o8
4jv6j	5tqk0d7n6b4gu	6rav0pajpm
50emf	7knrj3mekl34e	mepsslspum
4e2t6	7k0rftvdho8qh	54820o1qss
s8e2q	2kb5fir4ov9lj	456nfm43bm
7n2u5	6j97454016fk4	34kr6vsogf
64fa4	49jof745rvoec	6fmolvei5n
108pl	6f6fp5e8pbpmb	dre8h4ptos
a4nc5	598o9rl4h7lg	28n6q5ldtb
67ns6	43is18toevpem	1tq1cq97im
47min	6plkej6q3lhai	16t0rqoo0p
5bq0k	11jbp2mstgc78	4ermmv0msh
4kt97	3rs7htbjv7dju	34mdrjoem3
1qcvd	2k148vluvv2nn	29ne89k6v0
7cg3v	2uaklli434g93	6dmv3e222n
4u2ip	1gpopp05trbei	4dvvpenk4i
6099o	5u9spals1p8tc	1983936jkt
689h6	1tj2o9ksr7qed	3295b6qihl
21vbh	3u529d7c9frum	7g98nu4f4l
2umj6	78tttct542p6j	51ochpcb6o
2kkfk	4m37pbhkicdpp	61inbp9g2d
7186c	1efd2loqnpbc3	4hm8rfhm42
3fv77	2pg6ahcm2joj0	640cc3kq8m
blneq	33c0ibfusnqj5	5s9j5idj7l
44lvd	7pu1hu28urfqb	6510geaj7o
3l8so	6a08pe642h7nk	6kvivtfvos
