kolom1	kolom2	kolom3
2hrjs	1dsjfqftvj10m	6ml4tnpj86
4hk4a	366cufgcm01tl	1tlcn7l9iv
1th1p	36419o4rtjvv7	3tuk7b6tel
311ss	58i3e7aj7b56o	vurao6obit
550dc	1s7daoarml2tl	3dvuga6o5l
646v2	7nhu7hmhmoeo3	77r3n9gake
4593j	5t5gm1fititg6	2hq6j06n0j
9rj0f	72ecb0n738mvj	2642la90ou
7p4gm	4nl5ohuvjuhpl	7pog6jleqf
6g439	46qlu6t5kto93	3c2u6obt34
37dfq	1f1nce63jjjjr	6vrb35tg2r
6jms1	1t54iqgi51ti3	6a09c73okq
26320	5pp8iglqi3qbi	2oofkml2vc
7faij	6qt35i906lk8q	peb73d0ohj
3vq6m	2n6qldoc6jnsb	37tq0cnsk9
2s2nn	1ojf1c7mcdlst	4ds4t8udvd
2ssol	1ds34eu8jtk44	5mgfi0bd20
3p08a	4higot8g5mpfq	18ms55eiu3
2b5ue	2u74p80jaqef3	1mm56e29h3
2m9p9	1h32anup77t3d	2v98q672su
34kio	46q6k7h15m8q	5rha40j54r
202ec	41et3o537mqv0	ikseijdp2n
1j4m3	2n6v1ca9321bq	2fh5lplsc7
5ptqa	64ph0u56oifq2	3aq1jlocni
4mufi	1tjv73vb9d2fm	vsh527uege
106bq	397g0753g8jd7	3b1n4i38b2
3gfur	6e0s914n864a3	1df5uvo4r6
32f04	2v4tpuctd4buc	t0bhau011o
649rh	466hshgpits4j	20ceh2dau4
s3m44	3fmhccdn5f3f6	10iv52m5nr
2sttl	4etdko6cpmetb	418ihmdr7p
6ieus	64ms7tfk1qh3n	7vkio05vu7
4bpm8	5smsdvptutu8m	3dej5a11jj
3svmd	1ej79fnnfje1t	33369qk5kl
1c5bo	km45jvjg7bc8	1759lf3gjf
67qke	mf1sjrk2jf0o	2e47vd7d95
7vp2k	67a44dd4bdpcm	2vomq4cmsq
3c7ip	7mq7l2vjpv9hf	17dh7chgcd
2rsr1	1837il5v76ufc	73a1uophv9
12bgh	7n4tp7if65s5d	6rt29mhdlm
61drj	4p5lr4ovb3500	7rga0d4191
5uq90	4kfcu3of9q0qo	2aijp8lbrd
4p8mf	mgaaf1juhioi	2bt62r96g7
7dqoo	39j0n6shei427	2532p2oi7i
6t83j	3ceo7s90vdkag	7ivon05l4b
4eg25	le1cb9coeptl	58hoen4pit
70n49	23unmdrok6tlj	19j205nf8c
16984	793h5m0p55nlk	5mh42smpsp
10auk	3kbutkc459nol	59g6fm1tn3
2q2qd	6rub3pao2noki	2udu2c78se
54f64	tj0jn97n3t4u	16asth1tna
2qpkl	2olepicqde2bg	4fdo1ngg1k
7p3ek	5n86nek5ovh4t	eep7nmrgk1
2e888	5h7h3slrfmrfi	33uiddvvsi
1kmb3	5aehrs2fd0d9o	4jdgtq5ja0
4lrr7	1egmvlm8v05s3	2vmlgncj57
jh0ua	bc18insh9tqa	35vj77106f
7jtp5	6tbc334buksve	20hfossv8q
3e9j9	1v367frtr42c7	596r2c8m3r
20ms8	3skjgp54kb0sm	13t4lpbmpf
pq6oa	ccavl3a23bgi	2s6q3a6km7
c6s1h	5gg56ou1012n3	38j27b9r66
6jlv1	4ic3n88rdu10l	18p98rofgd
4b1i1	3jg6vprq5eomn	243bijofh3
5o7bq	35oqfpqo1rko3	67fc0dhcl7
