kolom1	kolom2	kolom3
6db3q	2bi23vj122gef	6l5k8jg0r1
7eir4	1bc0lugoo5i6m	5l5d4730hv
2ei8n	2eu25aufhav77	1q7lnncafh
3076p	5nora02rsvheh	46bm7bv246
7sq19	3slsgo4ted73f	4nq0m070vm
1kt21	2f4ee9qjf62v3	2bruphln77
1c8so	6oipil4jibnhc	8v54ihq29l
4f16m	5p5tjnk9s6uo0	6500g42o4e
3er03	7o2eassmuks0h	5o8al0pfbr
4kfdp	5kl8ckla6rob5	2s3mevgeqf
6gnti	48can6vka76vk	3j26mgta9j
4jcqa	h38gr0tfmfqg	15l8966f0h
7fa5q	4jc68s0jtqp8d	v02ag5h3os
ci2u5	60tq30sr5pae7	6q8fe4mb33
4u5g2	3a8j2eut11pee	4dah2lofbb
4icpd	7cljkeahmjul5	3sfjind5qe
7mmjn	2vf1c8elec66h	1pfksept5d
7jbo8	6nha5o5uclt7p	55u6ku5j57
15ih9	5ns15gs3gv32b	1v6pamj41r
7pmr6	2k2afujvr6rum	28qpe1uhke
3r766	7kqb0loi6h1co	34v0tnt7sa
39mtp	5vsgotofja7oh	7h26hkjb4v
g1ols	7gmbdjh5m81bj	5dejnuabml
2uc28	4ff1ff04ul4uj	4ingbus2eh
77rpp	5tm4te2jb8me4	71q9tdsdnj
efn90	60g2mheq6dua7	3teqpd7lk3
78bca	48loh01jutk5a	6ncq4l71mt
12428	76n2jcgo63e8m	226fs1ed21
bgoaj	2tvtbavgas2b2	6hgoijsj4l
38alk	1uo51prrmo78n	1di1ck0fpe
1o725	11bn75qqgdgi9	4675dl34p1
7lp5e	2633ujo4o2jq1	777qrc6rkh
3c3lh	1esd2ap3qromq	6s7sqmgdnd
2eg44	4u2pig4li32r3	7d8uglvjsr
676q8	7tj7me5ghq5gk	5gip0880i5
2mc5l	7qqpvm1d7mb5d	6qv1rb9pd6
1fs4o	3g03e8tla087o	6olab94lmu
5apku	17e5v8gmop3m8	3697uqeb2b
7b63f	151aojufccfiu	11pqvstisu
3nbnp	7nr1ck4n0tg61	6hto9blrm4
3scmc	1tu1liu4r268r	6mb2b8t1g0
2sjme	2t9dsmiiv2hq1	161q43m0eu
6l5a9	4tivfpjebqcgc	43t7ffs7mc
13nu5	3fln8qeqg4coo	2hiit5eoca
4g6t5	51dgh4sqr94h9	7h2clcs668
2m2bq	7tm51oe2sl9ap	1rvgpu3c89
6hg2s	49lnkoef5c506	7gee8c554o
54g9e	7l4fbqn2mgp15	7tr59sikd8
fk5ja	6p6ol4ga0ud4c	37r9libtuo
7ld7h	9re4ce6mip54	41hj42mur1
7lcta	6409td6tbke8c	augdicirvb
5rk5s	157no5cm0d0s0	3eh3jml79j
421nb	2191i3j92vlvr	1mjhqmiaa1
7a62b	789nbs796rar1	40o7lb30j2
67h6q	4k4nj744bfj4e	7mu6muuaq0
69sht	378hps1f9thod	7sif0fdlkk
kddhs	1eu8hb7qlmhp7	6nuob2c4me
92llg	1p4nlfbqdgqk4	4kjackqde5
10g43	7ejc6vdjkbnms	1pqigj8dfc
1442p	36u74ir2irk8j	2oc5igp6v5
ibrtm	7fl70kkq6c8mq	7p2gn7qoeb
557fp	6qb1gdvdgjdlm	1fnaso6do1
7gtvn	5pv9norunq67a	dpc3trajnr
4bfcn	2tb9j3h4nb2ef	3bqo7sd1sd
788d6	3d1l6fghlkah6	2p7tmn337m
469q2	3p71sfcgb801b	37ganafo94
1ujen	2lv0geogoroiq	4f3tkkmhgn
1t2kj	6g23oji0um1sm	7g3atrbior
16b7t	286284tcj8lu9	7c0k7spt90
osdk8	312qtfmf4gpsg	7ppl0h8t5q
go93t	2vg4680bcvgvr	2uvh3tltto
nq2t0	43iiv3e7rs27s	7r9nqgsg1h
677bv	7cukoqbll2v9b	5uj20b3egj
4hd6c	7j6vc9ihq6sli	7go5g1larb
20ikk	7eiq3fpdo5ej9	6iu085sjbu
4i9sc	26rg2vshodogi	48skgqoatu
1m3f1	77v94576bucnc	5a4quipr39
3trqq	3iahqio8hucoq	18vnnn3f79
5vbf5	26joe13l2856u	qe34lq3f3g
4khu3	230fgav3c94g6	6d6ds3ua26
4d0ht	7qlehrqgtl0jo	5abeh9n1hn
6ja4n	2bpkcgncvuo8p	6ahf0jteo8
1sqir	23l0n0j9173oo	8ctj3r5klt
5e1m4	4ujo6nssv5mmc	3ro1vbluop
4aftl	7mos8gd7280o8	6j15cdrpr5
v351c	2hpv38hqm152h	3d33g7q4re
6cebq	6p2e1edoqpcr3	1lhp55qa32
5lutt	488c2addso9nd	2tmrng9dll
1r8si	ngljisjlu3b0	656lrk95s8
1i1ep	5tu9neeuaib1b	71mnq15bot
1av2n	5usdfskrll0t4	206urusdh1
7o2lr	h0nb43fn06qd	95n5nvt459
rhk4p	5m5ga1s7f33ep	5efrr670qk
7offb	3fup3mkqkrq2u	515a9fqmjq
5qu9s	2vop516j563qn	1bp438plv3
48gd9	vcg4ho2nm9bd	15r0gv22lh
1uhet	1jue5lo3bj0vi	4o425dn9go
4soum	jsvv4aa7ocbe	1jeg9dc8nq
1sac0	4odiu3lqrvd14	768tca63fd
50tjr	6b72kau3vb4t5	1mj5p3b6ma
71clv	13u1vovnqi4gi	3rtv165vds
5u5du	32a37qshvo49a	5cg89lgscl
6e6jv	18suj0srfonck	74ac5cjmff
5i358	2a4k2hi76ekg	20mva9e7no
328qd	7mqrqcr72h47v	15pul3glcv
3re5p	3rae2jpnq896i	6in9tu4d8j
13bps	2np1dkrj0idjd	4o835hipo0
1lbe0	4ngk82s5ue9fs	606imu0ci5
4kgf3	5c38ran4urb79	4j6959tlpe
4bkke	1g4vkl9ncgul1	1jufj8f4c2
7d0ce	5p9lftcn178s7	7vtvqsgt75
4iba5	1sb4nlg9e9cm3	6ogq0ij2eo
4hgs6	18u9e46lftf3	6ss2i0j2db
1msah	3tln3nj6irc3i	2li1r909di
fe0s3	7nmhij99jj3n	3u8j6efsjc
541jj	2uvqbhrm9fo47	6dd3vf7o38
69nmu	1gkvslvog73cu	32k7p2a0ts
221mq	19fqmc2m2n7sr	5n82kccl0k
2j96k	q426b87eo5av	2m46ur0fgn
5e614	6cpm81s0578dk	1g7l89e8ks
4sfoj	pqqefinaib39	6t56jliuik
76hb2	5d9pkfvrk16nt	7u7mc0kqqp
3fp0l	6edad002jn1q0	4m1bic9pph
5jv31	75j08v36257qo	5kvv4c8tsb
63b0a	3k1mllc03g2f1	6io260c3j4
c6i29	2rvki3ue9b3cr	8ut7su80oa
6hgfa	7j15m0dstr5hs	530sbj7gko
6a55a	38fbp3khrn81i	143p13n6c9
45ebd	59f6aqk7iros0	603nfhv8ud
7cnc1	2duo5n3s9hqbc	6q63fq8rnp
5meli	1op1unfjak67o	4o7lach539
6g139	4dvti69mqkir0	152mt704ph
3n2kp	63r8q4dnf9res	qlu8m2d0dg
1qp5r	3rq330ld7qk28	1ojel1os28
1mjlc	3a333h9mj02bf	20pd6tvmmt
3ppp7	6meqc5i414m13	4dbvkm2vca
29slm	e3ma0jem4pqn	31sdq7u264
5pcet	75emkpc14b18c	5pg47cg198
4pn65	22it1vi24dn2e	65me3rl7gf
pfh9d	5lov44lcvpr8	37ektnn76k
5vueh	5vhjlcn8fgfj9	535en5pru5
qpjdj	74a63nbt10otn	plb1omunqb
6esgp	6ti4uapuop5b9	1h1k4tvv02
