kolom1	kolom2	kolom3
15kli	6l4ahq5mcqm74	3c8h3phrcm
27afs	4u0s1tjft4lko	42irm42hqp
3s97l	49ukvrm0ga2bg	2h9fv9jlj2
4p8m9	25pf5n5euvo9f	hjn67i8kbk
2pusd	2u048mt48vlr0	19mm3evd67
5u9lb	31mh1vcthlfj2	3l2ql8em6v
2sp2d	4gb7ja4m8gnln	3rl62kl6hu
3p8bn	1imtruh6950c5	7sg012gs5f
1hi5d	4d5t2tklcg44q	5sd7502eej
7ph8h	2aq4a719f3oms	4j9qs3im2l
49rsm	78toodps2b8i6	4khjokjid3
4ejda	4f32fq0a0thco	4vil6jnphg
5p433	7pna2p3pbtvb8	5rqgebj38n
7li6i	3t94q8k5ebmnl	5876hhuuhn
7i9al	4udd8js686khs	2u1aoppsed
759hc	23vonhhhue507	4n6ulu4gbk
2tueo	r6kis26mlivf	5b81iq8rcn
f9h17	527rnni48ko9j	2va0fgk86p
4cpgq	4d8vl60886469	1bfclf86lr
2uuj6	535h02gourhfr	7900d4vgqe
4obta	2bmdk400mi8o9	tkk4o29cgi
8efku	2gfq9t3qudpp8	4tqpi3capi
3vn0g	3fok0qc6iontl	1mlm5s0hmr
67qj3	5gdm2hg1gm988	6kggrh9a65
1e4dq	7c0vlr4fh2bbh	4j7k74ggjp
7ts6p	6u62d322pdifo	2jgt2abhei
4nsc0	288493ohuaauo	4nontvi9qd
6inu4	4qt7821hnalvc	2l3a6l7h35
3ujqp	5tn7l9ph0u23b	7vf0nm69eq
3jv9t	2b6ogrf6rtp5v	11k50lu86e
1nqst	2goavunuojlqu	42gv6ti8if
6i5pj	3qc78tne4nguv	31s4qjhkpt
35u74	1pcr3u1fsnorc	36b7mfam3h
6coll	3lhoc3bio7hbt	32vofr41e3
17rjo	6v02lehuphusj	4muv3qm5lc
i6a8t	3ebfnvui2lcq4	4s6ut28ikq
7ckct	l5cq6esjdf8r	5i4jsf3nbq
