kolom1	kolom2	kolom3
7bjm7	2f5jos7atccut	r1o8jd0kk7
7dfa7	3vs1tl8560c9q	pgm0ofu9ij
467qj	6e50nsuaqirqn	70mge7ag8p
6c7b1	79e52opmqs5c2	4440nsfarb
53a75	29k25723bukgt	5tob781qk7
2q1bl	32bmavoacndeu	1v33gbblgt
6tpfu	7ipk57uoj9qfe	6efo8a5nen
783go	6eusnvocadde7	61iosm9bkk
39jps	417l3tdreibe	3qlti7bnqt
jmh3a	6brd9qbl87stn	6rgg7ae2mk
b5o2g	7fe82tgna14ut	45ps82cd2h
580je	5lvdbg209ob2d	31rera8v0b
2mton	7p639rvplu9n	5uavb44vrf
6fmoa	3bujhu3en41j6	7s70fh8ojg
2tk8o	6hm31hnjlk2eb	1dj0ma2grm
374vn	1ql29jek4q4b4	2qg87hledr
7hv62	54il7u94oim2j	43o2rrguis
614g3	1efhud47bsq8u	5brmcgbm4l
532fl	1pelovpen1kk7	3ki8trn5qm
1mgv1	2dfn35qq4gj9	15je7o6ae9
2rs71	20bbj9alf7fo6	37r5vraf8h
6u6fs	7gob6a7db95cq	33j3kfua3g
5liol	3uttlcgipmqce	6tfa7rbpsc
3iaon	7h71g2fmfp9fd	5erab0rk9e
4lnhh	54eqlfrub8u3m	3suk5k8n6l
pu275	35bsetasitd18	jj2anhgaf4
4nra6	gae30uknlbi1	3ifgpmr78q
21le5	16rkafh068nmp	35l01ca95q
6atg9	6co1691irbbui	1bvmfflo4p
5tfid	3q0deancnr7d3	2d7l9j48b1
1tq1h	56fmd03t9hsej	1mloslp8tr
4jces	7vvjij0lnnhp4	10na9lnr4e
1jmqq	4cohsna80d9qu	6lc287pj44
7d63s	373guu2jc75fq	76g516ngl6
48pe2	41iv6cif3j7ng	6mfvj1qood
fd1ag	3nr5seqkt194o	5785tge2ib
5810c	51nt5jbdm2dd3	7a0obi5kt5
39sde	26k07noaldjp6	2a3va54osa
dq5i7	1757as1644fuj	64bi0s31ru
4kbtf	59u95dmj1d9j9	3volv98qmm
3es2t	3gh58hlvcs7tq	ulinokmv6v
2q74c	2sobqf1ebco6	1bovher86v
2drvm	7lb012qiosubv	31mh3luisi
6jdaf	2av18j2lgdd3j	18mmobfd5g
1g1fk	7urjpeugio81g	f91gm7a2ha
3vrvp	7qh1m1sgd93ga	nlce7ip2ak
v5sid	1b4rinuio47jq	1lvkbe70et
4m854	5rphcag89ia7b	7v0k2vo5i1
1k24g	3ig2obcdml4lq	9t6a87bm44
2hdgk	38rrt3tonb9rn	1ear267kcb
1k6u5	6bcrccpr51n0q	2d4ldbsj0e
72j9a	5unn8eu7n8e39	5l9h0v6lua
5qocv	78kndm1b8sncg	139284a4pu
3o5je	a3hjd6opr5sc	4lr6jorov5
2dabn	572lu3lt6cpd7	2pco1j6v99
1v1dd	49psrq9g47fle	1lrmnq63mc
4u03e	43vtjdt7u0cbb	7vbsfvpne5
1kk6u	5nmfut99afi9p	21ug08pghe
3kpgp	26cuvu7nf5au	4m03ns2pue
7asdn	ehv3pvole387	272v8qc04v
4532b	7bek750u97fb5	6ni5bapmr3
5ovj4	4lknmuh3nob4l	1nur5js8je
6ockf	28aj36g8b6qtd	3bdfp5eg3j
72mhi	5p74cq65q5uqf	3g2ihgeulu
59c4o	13ctastm23fdd	6432sf6luf
18k01	6acpmhsc71t4n	3vfq5abrtr
623qk	4brob34mvdp1v	5gpd8of4hb
7ev9n	2o93n1gspd78i	4r9do4k6pi
7v9a9	o181vn8fodeo	4kl2nbru30
28ei6	6i189fm9gv3uj	5d2c5n5n74
24a4v	5013hvm5r2j1e	4pvccreps1
6bl3d	5ng9jqbkkuval	2crue6gk8o
6gggd	jpjlhr1v7en5	52a1pkev8f
5bhvd	4koicq6qj3fco	a37pdum5jq
60lrf	3hdtqlgs64bd7	3gki0idln3
12c51	1uffmiupbq372	6ef6t2knam
17vlk	cogkvtq51ihk	7fops2v6qq
22kdd	sj22rjcoaohq	4ecs6okpsv
43dmh	3gvmbokh1abog	ik5saa7e8i
sug03	57q3rf1ui8pre	7oer5nub0v
7hkpk	32vaig63l5t9k	970ejk9icm
5j9lr	fdj0rhcc94uk	vknqoev7n4
75q3q	7qv26ii5el1cm	5pj9d6hg20
7c654	1fv8ijnsqn9eq	lkn73fqsuv
56m2k	7k76en1b9amk0	klh0e42fua
7o5js	6pra649vk1h84	19p782ecf9
5r5ht	2ogsaguajns72	2f669g5eep
lh71q	1e3v7vb3o59o7	3ulljok3eo
57l4n	mnslagrhu1jg	5q9g41rute
4e9ra	4bc3levkarpkc	r4ng88m7ie
2hv0p	4s85e09eapuh2	3u4mpefv25
4ok9i	m7fd54qjdi58	2gh9lhgoqj
436uo	7080qh81c2j3q	i0qqjns14u
2jarg	4p7hgbooual0e	27k6qpntv6
2i546	4ha004ttusaca	2rg155ipi0
j48rl	3nb1qs5qagqm5	239h7jr2is
2fmpv	4m1vaodm4q286	53r4app6uj
3gkvv	6iihtomt4hbag	5qg06sacpp
40kt3	1krj6uci4e0io	5cnb1ovfdp
1h8sm	1t2c2ghtm2gpq	3708g3vfet
628as	5q5g78kch97me	snciiru16d
21aje	6jia1fpm49c15	4splj80ij3
9o5fc	6m05kj9d0p5tf	3hbk2btpk5
tfo76	5ou3gdaphcvm9	1s4ikdhfc9
5rnq1	7hbiar6ba2ldd	8httd5lacv
3cljr	2vms9c2kfgrj2	4ltisp46vh
47qqd	5gbget6aomfkm	1lqllulcdd
51v6n	af96ool0cfpv	5afjkcd218
3eqo9	3j6em1edg03au	5mkl5dq3rs
4n7i4	3f8a8sik73pab	72n4klo0gn
2hds9	7adfkbaegq658	3rrq93vi0f
5u23s	7pces7tflgcei	7p4luuvofp
324g4	6g68j8b0rev6s	2ij4k997ag
71m6g	2325fjnd494gc	745pquv3p6
6k40n	4ius7mnq9rrq4	37qpcb1np3
77uui	cm1i2q1eoeda	1huep8057p
s84o2	2giur1o3c98gb	3hu5sk3ri9
4mva3	1888g8t6tvie0	jdj4b8fe6p
45pv6	3qv52mftkvf1k	2ickpm1v4e
3deif	728c7a3t1telm	3kcto23ft2
1tsef	78bbjdmndf26n	2mvfcigb1c
7f6q3	5j3hkgd82jj3d	7ddu4cfedn
anqu0	6jolf9kqqdimc	b9gmum2i55
