kolom1	kolom2	kolom3
7amgu	551c8b817lv8p	3fq9ma1cpt
1f2p4	4ujc5qflv22p0	7utih1lei0
102fo	msofpsqej9h6	7oeooea4tc
5s3np	142v35m13bb5o	4e2u0dlj6o
4se1u	2rg4v90l40mva	3rcpcs1j4p
2sifs	32c5bpq6gujb5	5d78l32tl1
4cm56	4795pv61ijkgr	1g756bvv67
575pp	4sck792uup3bm	57iretgvb7
s96q5	6e1fbbc2ahgvv	erhigdv1n7
56pav	6rfpo30ga6eq5	1ddgs5mnnl
7d2kj	7osnq99o1jqan	2k48oe4jd2
5kdf3	6et82fcbmd22j	6gu6lj020t
3jvi7	701j3te0fur1o	6ll9ud9560
6ivbc	4ebpuh7tq8via	mq7jlqefj1
c7nuq	25isb6rqriq41	14g7m6nl4a
1pfl3	482k5k7h3vo7r	46pp490vpd
cvegf	7dq7539vkj2l	4rlj8o9acm
4br55	4id908ji4ivqs	ck2ghb5167
7g5ek	3rjlli8k369kt	51eovdpona
41nfk	219drlb9tklcj	2karh31r2v
5vicv	2l6d7vi9ph290	h357nk3m0g
4op1k	64thtjj283825	3mgkucqm95
22svs	6vs6jcuokie9m	37l0uf55ds
703ma	4v9qk7jbjtuh6	7042gcgmqm
ncv88	2n3f2o9p308kl	3k5lihrbpt
7aq72	4767iu19ab10p	2nq0bemd3h
1janp	5j9b2ge9sll76	1rb6o4gusk
3gtn1	77iua55o100o8	brs61ccssp
bmlep	57es3hpheg15p	56k4em8cnt
2l5m8	6mqh6e80s29gb	62iad6h758
1rq8q	4e63p2lq0q8he	16e04mfgv2
1suan	rg9tvivclsmu	4fpe8g39tm
4i14v	66rncmc1059cd	6tt2hbqb5d
4dhd0	2j41gtp2mveot	8f8lfoalj1
6r843	2gpg2k4nttlul	6jbcke63ep
5dhfj	6f47kc2t56qs0	7bfc4md0ok
1p5r0	7q3v11qlgsot6	75ahctp0sm
6orut	ptibbqo1jfq3	1q1o96l8vh
75bn3	5r1s24dutv5qi	1ljiiii2mu
1l9n1	5k3ctt9bpejae	4k5igf1bqa
33elb	i3l32clk0tu4	tmc2rba73p
4r3qd	5rn2t4urppdsh	l2a4feh6nr
2h5tj	3454e3squll94	6qbqf30jjp
