kolom1	kolom2	kolom3
5iafo	3pmkhnh94s4ce	2300d0dns4
3rbau	2q36ickedb4b3	19so8um8ms
3k578	21i3kblg1eo46	2a7a3lffqk
72uer	4hlohvl0afmg8	2sa7v708jj
1l4jn	3t9e9vjmjlcc8	5lffh9h9tj
6ae65	1apv0ug926lig	64jt5vjmdg
42i83	23aftaad9nck	3srp1qeqpn
2nrt1	31ne6i1h87i0n	4q3dr5mvn1
6nh98	4p065supb9ipf	4qparcqsgs
2hf3f	1v4qigefv3bis	1gddg5tre4
5c04r	42a6r5mpnojlq	5q8723dep3
6ifdr	t56kjjkutbr7	4areoc22in
30oph	7q6pbjfrq3kcb	11uj1tsja4
7f46n	4iu2d5eapsn18	5pjeca6lqd
7l0kr	7cfbiedmoag27	303n1levpi
6sref	74445j6d8pqo1	68h80nnb98
7v0fs	419dvf3sr4k89	5soubvmri9
3bdpr	4tv22cknduk45	4v2prkd562
21bjv	4hbquld6h9ui0	3vtvv2h8al
5665l	4fb6vgiom2g6e	49bss3cctm
73cou	4rrm3vmj9ia1f	5k3sp97l7h
m8j46	kv13vomgef8r	5gg7unuf4u
6v9d4	6spvsj8cpoemr	2eegr2tn03
1dvc2	2cms4osqd04o6	31uc7hk3f7
7h347	8i1jpaf6v87	4hcgl8id97
405br	6vtgq5691m465	50l2flbjpt
m35rf	2fcsa4cess45n	3mfddmoefc
38bf3	9slvm1tvldji	7effoq6hl1
58p7q	dk7ro6njdo0d	63q4e9a29m
jj74p	5ucpb93bmorqv	22u5dmqvo9
6oj32	7r4vp2tb54gqk	3g0d27slfq
p5qn7	3d4hrnt2timh8	7h2a3gjfs2
19p3s	8rv51qm3huu0	1c7k45qbga
5dfmp	jbee6ng9rrq2	72knp3k8a4
7g75q	6evd229qbl8i3	6pj1c10lno
3osbu	5l5jb1r8761fl	7dae9t1fr2
6eido	60rv3mri53j4m	9qc57rrsh6
4ojo1	7td5pfu8p4r1f	420h74th0e
3svij	5n6j41m2bgjcs	4un1npecfv
