kolom1	kolom2	kolom3
3of4n	6bgs7v2prihci	t2qa2a38ql
5jo06	4kg6fcmr69kk4	5o52nokpbl
5sthr	3jcjgnqkp62cj	2mhtaulu1c
32k8u	4vu41d5i0m9fh	5k7d554833
4umrf	48d9mbe0fd8st	38ufsfg0q4
3tdsk	78v2jq8liai8	62me2boc6d
1lkc1	1ugseme3auoql	7o7vkoqd4r
30ncb	25k2dao5ggl37	76u8o48h56
1k3q5	7080csf57mn3a	4t1m9grjfg
3sdp6	71tthd856iae8	53fej3q32c
5l5qf	6ic413ur22fnk	5ojait17c4
5824u	78no4s26jo1af	100frblqvr
5cu5a	612ggnp5hngpd	6n5vf13gsg
10noa	hfuruau02kd6	2atg0m5cbq
7qm40	11ghaki0sfmng	5lofd30knk
31k7u	4k71k1ho46pjg	5lugm7u7jo
c1sfo	5htn9mjhn4fq3	op1ngsqjso
2eeih	1hc1pmd0bqo9p	78hqebnov4
2eht6	397pqnq6jv838	2cnp7avnuc
40kdl	481kp421fjce	1ngudta942
45ndi	7dtiniof04d8f	1sl2jdjslj
20f79	6merjm2h4p4	1p45lsbukh
2q246	6o3bf9hb3nm37	7cp0p1vsmi
5soh3	5132apm2tcn5d	7kttvi31ah
6aur5	38ifm4d8opl86	5f79ofkhkg
2je7c	5klg00agssi6u	7ncug96mt6
2hqm6	2norm0mq3v3rp	1uj6ld2qbv
7mu66	8ikdegc00005	3ev9r1bgrp
6ctkr	4rmitjhc4lvdi	lrcgoim3lp
5p9m3	1tfaoqkpv3682	3prdfu11qv
4ejd1	4oifo4efqs85l	5avm75ovt1
1f10q	1j9gllllo4pf4	4ni4jg7o6c
9kuv5	5pga2g6fpm7ih	3l6m4j86qo
4it1l	cdkgbsriubvv	3c5dqa2t9l
7n7rh	40eikk821puqc	68ui6fjisq
11em6	5nntkhf8uf1ll	614ijetjh8
4to9e	reeekqshgu93	4md1svk5hu
171sd	7nal4qkdp0g81	1h43i2ma5u
6mgc0	5ph9l98ej5dfe	buva3r10nh
51brt	ht1b8br9vube	13bcq20b8q
7heg7	3lgndescms89o	4c9mj8pcvq
6r365	2igf4uv9uuamv	5vfp6pj78o
p0j0r	7v2k38hffbeeg	3ivdfp11d2
4df8f	53in4caif97ma	n02osoobof
injhl	7bbgkid1gljrh	3ljhubdrgm
1domd	4n15sh4ckkbnp	7n9s4vnpi9
3he34	51v31mbs102l1	5af9tvvn2b
4hkua	a45dfhaa3o9v	3li1sdkkpe
5j6dg	2cosdd5n38tr0	hn3dhtkd9u
61fms	349urfp977afj	7np2rale8l
47rcf	5ota6o04q2dtl	4vvb4fe5m7
1oeaa	7u41kvt5ptp91	3c005h8139
4gcmp	6dohapsntit8e	14kpv7p52q
4091h	11g1di1rid42o	1sjnoo7nul
2rc1c	bgv0kvp2ipkf	2autj68bvk
2937f	5phlbsq04rrc	6hqrfa8tf7
2aqq6	7n5aqtqcajo95	4lhabf86pu
7kd37	4vt1li3gs47u8	2o8pd9osj3
400vd	2n1vdb098kr59	1kr21dhsl8
601mg	7h4091evp7ir5	19l3j3po3a
7poip	45li9a325qh0m	hn35jvfhhd
79fpl	6hru4r66nubhu	243pgjr0eg
7km6b	aukqk4dgr45j	3gacrn3nsg
41v61	2vi84u3mlikp1	35falarmur
6t2co	6bbnpsfdspp67	2fp1upkpm3
2a6f1	30kbkp8pj68b5	5dp3of8i3b
6ue4f	5sj5te20lhhor	5neauihgkp
541fe	5oa22uta3d9vu	67dv3i3c7j
2snt4	2tmhos7hnme2m	2pfcj9clmr
4l6gu	7uavuda02g68v	6ncrv7f1gl
1qff0	5qhm83g080j3o	5p37i38g31
1mb3b	26pp3fru56p6o	eurbu7l1ho
59r55	1om6rji9jpvhr	68gd99v6dp
6e96g	1q766mgt8grgc	3bn3qbuljc
1pfv1	2hp5pphd6e8d4	1mbfb3phr9
51d80	2nubb28ln6efb	3tgetnd5uq
6dlrf	1tb5j0eet29il	5snpki5i1o
29fbs	47ducog70vcsl	5t87v0bv1l
3j2ci	1k97qg55ulbph	4eb1l2t91u
7hh3j	4m9obsmlsqb7n	1gnlc48nap
50vbb	3qq9572m9hnp3	35ri0nlil0
6ptjp	58gb2dvtt6dou	3usl28i7t4
