kolom1	kolom2	kolom3
48rjs	54rt509ud2n3c	1trm5q9uti
21h25	2h5s0ogf56dqs	3dh7rlguvg
fc2rs	34hemi86hmccu	8bk29c57ja
16a4f	6flsrg9b3uucv	5im0a7t0bn
704jg	6nanlb3gdandb	12qrbm4ij1
5s74s	52a0p3fvi7uvi	4hupidrodv
1kh2e	q8265gug0o5s	545tr25s4e
64cdj	5jjasv6k04d9s	hq3f6u3p3p
531be	68laegp4cmo3u	1pbv9n5ev1
41ns2	7h17uhh4uuii0	12ct5a13t0
3ui7m	85qtotpk09b7	1t2d22jeth
2vl1e	6vkiovpegqb84	4rdgotjr47
3ic2s	4m5k5lai70kt2	1ab4bucr8p
1ca9m	6o2b3t75cr4f1	51ocq8de0h
2an9m	2i5psiavpja4a	6mt0jtlk8v
5rmei	3obl9advj05dj	50htr673rd
6hidu	6h7o0u5pi0v48	63n6clnn6e
5jubt	2g9vqc3vrd2sa	4v5ride9an
5m1gs	6a174jcb562dh	16e2cn17f5
u7bll	522hn0fan8vkr	6s59lainan
1aon3	6mqi2vcjtuc9b	vfnlkc35v4
7d793	5bjpehs2qce9r	1fi7tddv8d
3hg7k	1ta85a4q2b5kt	7jtte1rcqg
2l3i3	4vn0huk1agqb2	7v90g7f9f0
1qcom	605gtd4156r0u	vaup2vt3m7
35vkd	6c5g1n035t5kt	5ud60ie0ok
4tra1	5v4a9h6koos5g	3ceii6sjvu
10cp3	serq93a6l99h	5vomk5d9tv
1k64s	7rfbrecjaohs	65mr439706
7kg4u	6nu01v7qalpmr	3pd9b6stns
6bu5g	2i88ltouu3h9u	41bhe35mdc
6mc1p	576nip3tc29oh	55urvlnbkv
7sa70	23oiq1bl86p93	6lt6v8b2pf
4tdgg	7bgssq46cd4kl	5tkeb35goj
7u28a	1smmm264j8qd2	3d3u37k9pj
6gq9o	3k2v5tr00k10m	5pbdn21323
3blqh	55lfqs47a7t0d	25hvndcqt0
2bcvj	1cf1su8miscds	6bavnidi4s
1p3sp	7c2oqsrp5daju	645qgi4r7f
3rbcm	67g8paecuitt9	1u6qcfo18o
268bq	2nvi1s44in1eu	3m05pn2gfu
ql791	7hd7f4mcfherr	2d09fq1n8a
1bqtp	2sqlija1o9jnv	5jh6gusoq7
2e2pq	7mq30oqe6si7r	vubv8g7qa7
4khbp	401gr131dfbdv	3r49f2e5ei
126dp	8blfhp71o1ia	6j5mpqhacs
3u3dj	3s6e4t30g51l2	oc5s8j3cad
7dh04	19puo02l1j55q	1a95fqedao
73l16	3sjvq35d9pq0b	40ejt8jhtn
3shn9	1qnigpsf7neig	5pljm9dssa
5ggpn	4o36rfou0qi51	4tv06adtp0
kn9s2	2md43m73rvt1c	6e09odejeg
14qjf	7tl4af8jmq4vn	6femam0773
r6lug	44i2ih4rilmhj	3b95qdv714
nrl7t	6jr13nh0kbgml	4s8jnjhaen
2vsim	6esgsgo9sbsne	4oqqjfmfpp
4di4p	edk79606rk8b	206qn1nn3m
3qf4n	pvb1lp63pdmi	5t2bs3k4g5
5b9oh	4nboksc03usgs	6l27o09r0f
7pdr8	1jfnb4p4mkvnp	61lni8t4fm
5c9qb	1qg146lf1lk8t	1bq1ico67k
6rhbq	ng7kgoclca45	782loeh7jp
qr9no	5etidq2j3em4t	1f8ki0prav
65nbf	44pbtai9e1ipv	4sr552n9j6
5vs22	4r22u3mq08iln	60bd9ufb8b
4060m	6e4s9itulkle1	13jj8j8mar
7o0lc	2o9r0jekdn5qe	6ejrcm0dh8
4k2vo	7i098c2j4npv3	3afb8a3ind
1nkl2	1hhbnhhg3a2c4	7c66p0p5u6
7r5mt	3in1751mu7o0f	2dcdvil05d
6ni8s	q4ae2haomn9f	7dm4ab8f11
72dqr	316q1837keqnb	h4j94i1h58
5mf13	5ebai1i330vfd	4q9383le8u
3lh1i	7qpuo4sj8t6kq	2vd9qua6e3
1s0ic	7caunmr3gjq1i	6c3q966815
1gqqp	a495d4tvbrc6	7r8qhosdlm
7i18n	6pjqn8q5s4j1	4ika6ok6c3
4cqlo	td4b74fipu9g	23pdo8h631
7mcnk	49r150akf2ku4	3vfv1vs0ak
c6p7r	sfkj3v978n4u	5784kdgot8
1qs1h	3o51vn0gbl670	1dta3218j3
6umum	5p9d34jtf6oa2	l875cfmste
7691f	39pevn18chcma	25542fiu70
4ss09	1uaq4ubvq5tcu	351aeb6ru1
5i87u	6ku6fh62u5kpj	2ekp024fei
5datm	386motlongc90	79sbvta8ma
g2kid	74n3h4pjnvjtb	5n5obu5kmt
59988	46uv2gk32ic6m	3udjclp4q1
18c2m	792ftdrlkttpk	4itl3dv1r8
7hhq8	4k3tldauob36a	29pfoms1mt
60i0s	2dn0v983tfth2	46utabomqr
2j8or	19926kv2s8e6u	5i4upaln1f
1fgjh	75pe8dlk35e7g	1nob3m87fs
5q1q3	1qq63r40guguv	6c514r6353
4g9uu	14qajio2l6psr	5cu7guac8v
2p1n8	9k9i8surkihn	35v9l0bm8q
7ju9k	17bri0f3q6t8o	8gd994ij5k
31ni7	4v79tqi2hi44v	3h7rn2hmqj
46gpd	6aq6ai4mbmlp0	555rfs7a88
4plrm	go5bagoguebj	7hphraaauv
3b1c8	51teg2v2g80ug	3vag7kh1r2
3ra71	iaeke8fuo0de	6s4kktbahs
5o1e2	7n1smuc5l7vof	6e4srh8u3e
2c347	u4r9va5fgc9n	1o78gu8l56
j6en7	72knl7m81ceff	75g3gbags0
f84te	2t1lvlsssce54	3ugl0918rk
7ttrv	6a9je25tro7gk	41r4qk7i2t
3gfid	1pftm9e5jh925	1725lrci17
2l0cl	avv6gamjsi5n	5lejtv2g5u
22u6v	54k25g4ftc24e	d9adpt1sc8
kki2m	6nfunhvud4oom	30o07vf8am
7hjsg	ih756f5ofgi7	630u79lp9n
39bh2	4069cqd6pb1u7	78da9i4dgr
2pf5u	4qbp5bko8bbqu	634pk3uprp
75j4d	q0ii0vh29ufc	47nvp0ts3n
5kp5q	3fsu9peomlpu8	4050nnr7mm
6ba8l	280dg65gv4tfe	4fv9sr9k8v
47vdk	52iqddh724fs1	6g58esfo70
37atq	261uj96emv614	3pqgbm7q89
29a9c	3lu8t9249414n	1bns2g8jg5
1ij2i	53g3tgc8crmj1	2dh2h9nkol
cqvp6	1klt3m3h95626	6udtp5581d
3jms9	2i31s87h25dho	5dgp818np6
4gcep	175ufjpksnsb9	1fevvo0dg4
45qv4	2outpfp9akaeu	3dc6rdln2b
44m75	1a5psb2q5o127	1agc6n8i79
73r9m	227defgvtk23o	57mtg8chbu
293vd	27cbp9i62hegp	4908viifuo
68il4	6p2g6ce20vorm	4kams8nbsn
5ojt6	7eaofmlhl2r8e	44lh0punhi
72b4f	49lhc6fkf7cr7	1haru2eqfn
elkah	47qurplkskauo	57t8l23cc6
u84k1	mp2mn3t80tqf	7s0r0eb7vf
3qkva	65fqc5d1mler2	14r84cah9r
6nbca	3svjcoe6tdlit	29jgijlva8
b1e6d	5ndgu2sk7drrt	71t6a51fgc
k1a5g	1t1g1980bnkut	1788b240in
32gpu	2sknecglp8oc1	45fa37q6hn
3u0ut	7m5vj6717fg0h	gmnroppskg
31ku5	4n8d3bgh5k47s	d1m2o8utcd
22l9c	2fv2jtnklnreb	1gpk5hjln5
7i2lu	1fp4ff14bp7vf	418176fak0
662gv	5uctcjv2htioe	6np3h1r3ah
2j1au	6qlu7e8rr31k	is6i80gqic
4574n	14g3nmvko6a2k	7ukekg7pej
5itn0	2s2qvett17pqi	50n6nin3rc
870u9	2186j5pe3i3u8	4q684pspuf
1ts7s	4m6aalsiats0t	han3fk06qp
3qdpi	7kl5r2tbu6lj6	fuvbpmafpc
2qrle	4idep57dtjqt8	2m4senls5j
2n4hs	7tvq89dbol842	t0bpu92jl4
1phl0	3jo4lu29u87cf	35co2e23pa
1cq3e	16si5luuka1hr	49sq348k68
4vn12	7kcfco03l2pns	bbivgsd302
rhbbp	u23mp5nq9db8	26ucg78sso
47etk	32r578uvckjjg	340bm8qpk3
5t8tr	16tul71jbcou6	144ri1iq2e
5bbcv	276dpp0gpgjob	7tvcaqek4c
4kkrr	2gol5oflh04bj	4kkj55hknj
34ljb	3anavktn28fp2	2jnrb9iql3
skbbr	459142osdqkh2	6g9lfrvc44
5hff4	59cn88qqtg4s9	5epb50rkeu
7p0b9	7ucjqub77fs5p	55lnnf8nbo
2gvgo	6g993p6tj1sod	7drt3jg0g2
20gd7	5iov7r19civf8	52804rodsl
2s38h	561pgdf93hakm	11gubh7u0d
4m1ah	6o0g6oqkelqaq	10nl94d3es
4rss2	3buqqusjoufr	32fbk12e0a
ls539	1q8nu9kagiu9m	170fl465qo
601tg	9b793pi0ji69	5d36ln0tta
2srdk	10v8p2acnqovs	1qri4gphkv
3kcd2	5t8j363q9e8c3	qlifn8qrhp
3tgh7	25ih777rkjm77	14a3einmuv
