kolom1	kolom2	kolom3
670q0	4e3s9oajnh39i	1q0honqhog
5c1ug	6ck4c1e5hq7jd	3rgf73dvbv
61je0	6cifrh6sjq6kq	6bklr39unc
6ta83	22cpv6tahjk9	749n3uqg4q
sck6l	2odrcajhkq4ev	1iq6fepv34
2ddos	1igaeh35d4sgr	43db6ndbp4
3cc19	fj76qiksim5b	2eru3j03uj
531et	2r6o39t7bfe6r	2hg7u1sv0u
v9of9	2re7c2ecce6nn	263hior0gm
1mp3g	u31pv9ms86lr	1osagf4u1c
7nn5u	2bj79v3nfs1lm	4aimvg998n
1m3uf	6k2sgn917s2se	3016uejfl0
rh9vc	5e3u4u5bn647c	75e21mk8vv
6n48m	4ar1i8tfrjsa1	37mrf47kpd
47saq	26ap6dsqq20vk	4hkf0iula7
5lelp	4unj2fb8ho5pm	7fp4p7tp95
52vde	6b936sanftpr1	3k13qb3o8q
5tib1	i1t3vnr7o4tg	70b02lve93
63d70	t73h1qsj59fo	32lpdm3943
6gjlc	31924emkpdprr	5jopvgmfc0
3iaj9	2asg00isjtabs	1ldkqcfo0i
1e8qj	2jn145gre317c	6pakuhsei2
gh7sa	7ha44bg8h693	39vc62tq19
4dvkb	7ra6j131vuo	2360uaujct
6ndv8	5mf775hafg4g3	6368njfuu0
55ao3	10hquc1auhk9q	6tktbrmu78
60h8j	6a8pts8c4jerm	282glo8kag
18326	3qg879l7pmo0d	2no91ef2ri
7g9ui	33l3j1v00saup	6jpsabs6ik
24shp	5rtbscqt686q8	1mnnme35ff
1pd00	6eevol46a9qm7	18h32vde4u
6tkfk	1vnfp0q6hf97t	27i5s68005
4e761	7nbg2f0e1tjgc	463c1bpepk
2vfhi	1evg58u1npab	3reddrutgo
16fvd	12kpi7iennijo	7u8lq6jc5u
2aurq	6j0l2mtn7b8al	4kp0ikejq0
6slt7	5kcg16e1ovfdp	73tkons0r2
4u78j	19j2ioepn57pk	8qlmcknuu2
6i46u	6csh48fv08jd8	4tn2kt5l6v
4400i	7p07nlg22fo4b	7ordcel9vv
7ac68	3q1hp0kl0db43	6qmtuucevk
4erri	1ahv59k504chd	14rshlnoqk
4hnfg	1ck71na88lohr	3fdd340u5h
7qtud	7gai6f3h8lq9t	6ou8m43trk
ql0ld	3j52sf29c4rfk	12ais19vvs
6nc39	2rtcmbqtp8eid	55i40dk3ra
1s8l9	279aucbukjo5n	5gab007shc
tdr0q	7mp19itvg740h	755krbv3nj
u68s0	3h51r6uljejes	7jhbr1c572
34l86	2tfadtpjhi3nj	4e56i95kd2
bnkur	1gu2t7lo1b284	4purp9jcj3
1qru6	4cofq321sj1f3	4m5pmn8oud
4vkfp	5lmsfdnabmlfo	1kak3kd569
4rvc4	6du25sspk0v24	7bo1s48upp
170v4	lndh0v4vt1sl	33imuu0i6a
2mdjm	7n43hahf0kfe	53vas3m8mb
64kbh	47scce3abna5g	ul93kld6h2
524og	7q6hb4llo7jcm	2p5ac8ea3t
3h75k	3tfr78fip6u54	33mi584d16
6djld	hf3ibhdcq906	351umv79ul
1c4kc	4vkv6hfdnrjf5	5c160tpv4o
4a1v2	29e94utci0ti6	bkn9n4vtn8
6kc0e	637em6pmq0n3s	2pio4l7iml
4af5s	1s0laad0f4lrq	gnl6edi85n
5gdh5	2kurnnchp3898	6rfmo8litj
2cs8b	69c7vcgn6bo0s	2ph0pa6ic7
1nj9s	3io4gtbo39qus	3pv6o6rv4d
17dc8	2ph6r5egavmut	55qo15tmqh
415jd	1mkp7n7boek6	1o8qr30620
4fu0d	47b4toets862r	5ju8htmv3i
lhfpj	6bv5si1gqmdv0	4j8e6arub2
3kho2	3c4q9l6459nnn	6e3o06h0ht
6esof	3i9lbb0vlvupd	6k3mrf0vp1
4325j	3jeh481olnf7c	7h01bvamf2
5qf73	3mpdurii9o1fi	6n0mkpjafq
jjikc	7b3h1kkh1f61s	pltncnqjus
3qalh	70df5pct1q033	6coampa7si
5gnnt	69belh3h9hbdb	18gqmoad4g
52805	7vvr2n39f026e	41ohkjtqbn
3mbkc	2h8udcb4lhpi0	2lue42fn1o
5roe6	3eq7agpl1dku8	7h7faf00r1
43vuh	26o8hop8r0bo2	3puirsbo96
1gvs6	19mqmslocfvku	6jh18f1edj
1joel	6fl5blss4u74s	3e623ddm1m
37qom	4qivomvg9dmca	6t9ih74q6u
6anf9	66tb8djvfhm6t	3192vsigk4
51g92	41kbhkh2d845u	7o6teehdl7
