kolom1	kolom2	kolom3
33g0j	nidqvg1tsn34	39j8m1994m
5mtt0	2ofpasd00k2qg	5eur7hs0ba
4q342	35t04s6fmmfm1	7340g95iqm
5ipk2	56cc6qdmjsppe	43c2cua2h5
186gr	27f6io57n0j63	6pq63mn1gi
m4bbp	4rpb27jlnk6go	4ssd2rle5o
2g444	7a9dlqq21glhj	16evatve1r
5b4js	41sp4qni1e5rd	32m49tdfle
5m78m	6f6pmm2vsd4c7	5gpqnus1o5
2fa0f	74ae1cdqq09c8	5566ju9v3f
75nhg	3j0j87308lvvr	76u530rsq9
5fk1n	74o6o3eesj08f	3vfrhftbe3
2ia0b	2gqud0c3e0lng	18e05r4vul
7f3u0	1u1596qkgi1r8	5mhorhpdec
2ba6i	32g855bj3v5br	7tnmf76qqq
7bu5i	3v5b667eboskd	38pvlf7mb9
428p4	15qanhdkb9akc	3vd1tkpj6h
2lht3	3m2hesqe9tr58	57vkjkeqg5
795om	69d8hms6khmhf	77nclsea4m
cdfr9	26epipqcqeu56	4u1fhegrca
7oofu	3nd6tonjf5e9r	5bpc6q4r8b
65f3v	spq6oovvphpo	6lctrbllap
12j9s	2c8njm9dfju6d	1tfid0lj5j
1qp8m	6arlumk0art8u	1tqghursdb
7h3vc	21fgmojoif9it	17o5feap3e
44vvi	3g973c11c04ju	1dd3l0rb9o
o02gv	1jq084b3ob2ms	3gtceibgnh
3ttgi	7csqsg1qtcj35	4cio07119p
63uka	2cl543jv6cg5r	7mfa9q88v9
1ji67	3pqcktgakv8dl	7qu1sjgcr0
2h6fp	1pks3282v9sjh	50923b6q52
6jrad	4e3v0qqpbr3f9	147anh2ego
j71em	18ehlp4jriv9m	3372jb9otr
4cr6d	73rdnqcb1bufq	3h42uggqt1
1qhqv	1074ldub80hv2	5picl37p5b
5ht3f	4ru5ogf0dr9bs	h8qmbtlqdq
6r4sb	6cqgfb9iuupe7	7i5f7q9bdu
3vdma	6f4rvjk9ib6s1	4v54lqdi6r
4nd3e	7mlv7qv90m40p	14u6n7aj0l
6bdbm	41j27ode22ng8	21d5dtk9v9
3ltf5	3tehr4ogqs9p0	52r503tno8
33g8d	4kljk9kmufagb	4fr932tqio
