kolom1	kolom2	kolom3
hrrkq	43e5glkvdjji6	5ophco4dj5
75sb1	6l5eopn47s18k	5h5c714t5h
280el	pkujoa1ssdv	5m16m577sp
10cag	30llvehde8mce	6o3nrctk7d
6gkhh	hdjd0jsh0fq	74dtk4pi7h
1ri1j	2egubkfd9uuvo	4igjh9p0md
211an	323dr602d8bfi	5vs27gj0o9
4srj8	7eo2eeb3k3nod	2ikr9sdgfa
3m36r	7t1pjgq5bmc9c	2iar8ne2mo
3afcf	1fs0qts2ind17	2as6186rd2
7dc9k	6m2s4ok0lilob	2fpf5305l7
1v5ik	4fslm02n2skp4	3srk98mq71
9b7hk	3j3u62mitvmco	64r9719bap
7aop9	5tvb0054bjk0g	8m7ispr438
259hc	52u4cknqod7ma	5m5b2q4p0t
5c0cn	jtgapo62s0na	3e65hfm1j6
6quff	4pirqh77s9bp4	779hoife47
2fr3o	4summdlp46k7u	7j0ft2nss5
6tto3	3p8doh185u92j	6qirffa37c
19fvo	3vmhotevdia8e	5d0t6cpo8p
6t761	17t7r01vng021	3oltkjikpf
7aj1u	3trhca8466910	7qmin2oue3
1d5t6	26nduirv6visi	6j9veko34o
4ja4e	vq3t06khrb7r	49jjj52dls
6vakg	66oqn0eae7dbi	5l565ifkch
l1fgl	4e9fndplmbhf7	10rl4qbk52
50l2j	7goup8m1kllsn	5upabjv60h
77gvb	2k7qd89l3u7up	31cb5r7lc7
7v5dp	2390v638dg05q	3vmqpv6ti7
4pidp	4c45oa7um8pk0	6grhobj29b
5lv0d	4pqjtvjqp287o	6kg3mncaic
3ddrf	ita5fg0eo6da	7ntnlbhhhd
1s197	7gm0s3mnaderj	71ckf6pt10
45vl5	3drkjg77t6s51	12is7kevc8
51nef	3ucvbouobtv4a	1sn9d5glku
377ce	7osb55g99mgt7	4cvikttfa0
4fu9d	4r560oe4u4pga	62oms0hkq4
36ump	etg78glasb5l	3h2g23cbdh
6iees	4p6hfju12s7v8	3lpsaa90g1
5jpbp	61stbispni1f2	48dcgktn2s
4uici	10k11vr1uvb80	g56svf1as1
11127	16i46d3smrq0a	594ulo0cus
19ahr	57sijclot4um6	5tlmrlad7d
1gulu	380cq4umsq8g4	1gcd9dmrc3
72dvp	4v1d3tg3aqnck	2p3j2luj2f
4ftha	3ljlglaql9as8	6t1qibagj3
6jagp	1vmn2ae55roj4	6j0377bnhr
78e9g	607hpmtqad122	3k8055lq6a
uuugt	1t2frrcrqfsk9	8qj36a32hc
31963	1j1vcgdh3pjdr	53gmj9m0a2
7oar6	5pb4v0tfmf7ve	608aks6jff
5fitp	5o52jsk3hof7l	3smjshanus
4hehi	3pf2pnkb0v0f0	33e6gc7ol3
3tiac	3q7sg993pt9nu	6juovcj262
i5phl	5r65u63lo1r0c	17fcsae59m
19sqh	2sucatm3gsva2	6m4gjtk4ag
5s12f	51344911dr3bo	k6hphprb8f
2rmvf	2lepq2iqj3gvl	5drihpm876
4eu8i	78r9a3ljbhp3d	4n7jdtpcrl
1cq57	5s8fsqo97aebi	7d97legeke
92vi8	2bdi8iue536d4	7hjr8k57tu
