kolom1	kolom2	kolom3
2kdq0	7h57utvqmrg20	3capkfate9
4biet	7nrlvtitmsqlr	2uip0giu72
7cvd8	7rns3chahmqt0	66dt6l0jqa
4ql3q	u4fn2oe87rih	i8i98u7f8c
41p0q	4f9fvf08dee7e	6d8gm8i0rb
48q2n	4aduiprncom2a	7eris145cf
25446	2r7bt632t5i6a	3a8kcni1iq
57e7p	c5g0b7fcnn3l	2vb6k62e88
gb9mg	4omdo1c0rj1fs	7lvfed2d34
1b9on	2a2kqbkh46pcl	2jd5v2kk51
14dbt	1brc4g0ef0ceb	4c49u65jhc
4f166	77hninalnprb4	1305re43fd
jss4o	78v05p0f7sg3t	6a3mcmijfb
7ngcl	6d2qbmp2s9nag	lfk2dn0vod
6g6ts	29aqcpse1tqil	2f4q6b63l4
27hd8	3thvgv93ro4i2	7k0he8fant
15ucl	s32mm30id709	kcp0enehh2
5b3s1	4i7ecreeh0kgb	2ohct3noq8
6jp2r	18gjao18onun	3e1sh5bg4o
1v9se	32agop4c2vs5c	6ti6kntvbc
3s5hg	onrc0h7p3g7q	43si5phqal
46avt	6ikcgmctm44ja	4gk0m2ckvg
7i452	66g7pa4c6dnau	2ddm0216aa
42mt8	7m5maqrr3u955	59ukvl5r0m
1po2u	17j50kiekkg2e	42ois8n7aq
7mljj	5nca73vn6gcoj	56m9vste5s
lu2hp	3l0q6tdkehv6g	47mpks3hm0
3g2gl	ptu3ls536hs6	4mbv3slfv4
513eq	2mvj6t2h3npli	7670ve81rr
5k14t	5f8htmle0tgq7	56nifuvlsg
27d1t	14lfsfa0nd9o	25390avfpi
1u6uj	4qsto6qv1k47v	7hd489q0f2
2q19f	3ki3lpc19de3k	4mo0itav59
2s252	7gibqc925lmhk	73m1fcj87f
4ejf1	62hpb6g7fhv23	73st2dm1c3
4jbhs	1k4stn10c266f	1ehum1efnd
3iu60	5e89ei5qcfmma	7o62do1q9h
78d3d	4gsf37b8o4lin	67tetm5alm
cfoht	5fjo8gdsvushf	rp2ct1bhc8
4su36	286mqs604tb4f	34ehma0t1i
vhofq	78n428iiupgav	3obtjue71u
73pir	2mqvg1698drnp	2l8gus4blg
17atk	1b0aq8m3tt738	4sbcr2n7nd
23549	6esa6a2nl20el	36if8kgsj2
522l9	1s6e0p5vrhkhd	588l0310mv
5h602	gpeki2o0u7gn	em8olv4jv2
7ed7n	2rq4v28tfon80	37hd16fa1t
20p5p	4jqbglmv5n295	f9kjmtlutl
284bk	lv8hh3na7067	3mp4p1emah
6rr0c	12gqr8adb3c6	3r99vse4tb
hqt1l	1t0lcckp72aqq	1ouu37096q
621ma	45ogl7reo4p1k	4hfhlouq2t
2t64t	2q7a1birsskcm	3ebh4mku4n
14i3u	39njinj7j9ocb	57a3msu1f8
7ihmf	5o5st98fvgqur	5lmq1hjttv
6dla1	45mt9l508kmp1	42khgbd32m
2458f	7apgf0a23krb7	41bgqtm56o
7mgu0	2gcqugctobia2	2aq66smgqa
4veod	4fieo11cjh7h5	eff81savut
j4pq7	4o8s9de8j5tdl	4feeekvu73
5rv2c	3pcou7264vu77	2c9lq2h01c
32h0r	3ut886104imfk	22gt5ghqv9
7m0pp	5e06i361eota5	ctd4cufn5j
23u5a	148sbeav3qdeu	7q324tiivt
1gv51	4k5okpleogjkg	60i505caua
4ml22	mrv6onlbh8q1	6lh9bs7ut6
4qtsk	62s81h8ldmjfl	41l0pdvkqj
6aitb	33865gripsqle	4blm4r9n2h
4odi3	37p3ugrj4vcat	62d28disdc
6qddp	760bid78fhbs	4i6u60hshn
6g12q	5u88kacn9lf9l	3gh7akv9jr
pgq4f	3v6huan3pdfo8	41gaic6jfl
5lohl	3kq5sum3r474s	7tv9og0lb4
2cqo7	1hibuud5iv1ae	1kttfld0i7
1sn0q	4rtrais6p35cf	2cf1ktmqv6
adpei	2v806e0lnu6t	1tvebpsf5u
rced7	2o90q9h2v9a25	3hod9oac4i
23908	1ska160br52pa	4utungql44
5da1f	6igs2cgi3hj11	99e1qo6c9l
24t99	6f1p27n77dkvg	2irmhtf8f7
2s9ek	4prg0see9tu5i	5fklr1ob4f
30de1	15vsmjho50r7v	18srega1kc
bnk4k	3gra8bo5j8k99	5q4llrvuqd
2g5bc	5pb3aun6ov4cn	58ah2eot06
6of6f	3jff7vfs50s98	13mu7o26sp
7r5tc	h04u2birqpt3	63jotfjsak
329gn	1psca5jfuausm	16tqhnruf1
65f36	71on67r1iaeu5	fun4vpjvd6
5ufbk	7oppp53ejp68	1bsegg699p
4j95l	19funvp3ih1qp	os0oaiit6g
15014	7pffrvo68ko4f	33s3qknc2h
39pd1	468hvivstc596	6333ec098f
3kvvs	2gn6ptgkeu1of	4i6a1dj13d
3tstg	43ohm32h9r7q7	m8llsq0pi9
so4n0	5djphvrl9t18l	2303cdj8k5
2u3p9	3sphcj565rn47	6ts059ail9
be7r9	7jqrh5f4ogf1a	3v1j30qlbi
3d5nq	4krag043e8mui	slumcjveni
3fjl6	5bnhe2klc0na8	1vma63pr1k
2n1se	590kuj6vcdv0q	23j6g3n7tg
3e83t	4iq2e0319pct2	1oeocvkcsq
4n3te	4ovm1d55oavk8	4h1but2ie0
7uunt	316pgecdkcl5n	4k9q1qj6k3
7l5se	4udqv7mk315ad	7875korgbu
5ucs9	4l298rn0skabj	7ha7l6dkmg
1fs7s	5oc4cavc1m96k	vs3lpju36j
6vcj7	1dm2h57ilfdh4	1uddovcrh9
4g6mh	7tgs513mh559q	5v5cvjldve
14bfp	1q49u02pcci0c	7su6jgkftk
ieo88	o6ro9n9hqihh	5ql6vmld30
1l8p5	33n44aiaaknmg	1jag2fav7h
1se5u	5lq6lh31chkh2	5dq6ibk7oa
50jo4	6jkaumm3hkqhl	6pl85d1d43
7pd42	15nbdn75eu3ls	6hqcmr38dr
2anom	26uq09flr2d4f	5sv4rujrfr
466cj	50ucnaa70qvrb	2t0h4gulu6
23i1i	4pv4vcsf75645	2ig2ri299g
7bih3	4tc15epuv883j	786rmbec24
6moa9	2351snbt5haie	4bv8r8k634
7vs9t	77p8s671crhj8	74mndles5l
22hkf	1g6d709k32us3	1vt3j6tl5r
6emp5	2nam5cfo8ni53	35ns4bb158
3l4c1	3pi19mprpbk1e	6t7cbf0scl
6iq67	4qbs02bsv5fob	32mopm7q5f
2ff4c	1778shn5lqlfr	6ivdc7qt8s
108s4	6rql98ibjsg7k	7jf8311pv3
60kmq	5h6osurl9pss9	5gtriep0sn
2i3q2	7e7kmlmmui9ff	1u72ehj726
14h3q	5femkk9qpq6g5	4qvmhodh9d
3kaai	7tpdv6lkhsbq6	3sbjuv7vs8
54495	73slqa5ims90b	11tkit96ep
3n8oj	7rharbbuej9b6	3jafs3f4tk
11msm	561q73ldntgi7	205m77td9d
1in90	5qtlf1181r9gc	5vfljnilct
2ps4l	4ckoncaclorfb	2b2vocceot
3gthn	rp5osttdpvqi	6ea6i7o4ig
1jlti	rd66ncggped2	514vpj3m8c
2va5j	4a90tf0gsl2ea	f1voomed9b
4mvam	543b8p3ndume2	5n04kfcqpv
6qc7e	3s2i6tp63lio3	7d5asrmdnt
7ehem	p2p34qoautu2	320e6drn3q
4tl7l	4horcf239ot9v	6pibe11hh3
7ju16	4t2fcfudp55pk	3gosjd0qam
71jld	3gkhft4dj1iag	52iukcba7k
7m37e	5pcn7a4fvr2k0	103brlkasc
as0c2	3kf32sk8eh4o7	231l1ro3cu
2bef0	4m0nebgjioe9u	4lkdav9pep
6lmjc	6nr32rhm711oi	6tomgnsna0
4lole	7dom3uht1qfig	35vmaikase
hh6ao	1pdqrkgrtdhtq	3h192ullgq
2o2vf	781bhm9e5fle4	109k8rr1rc
441nt	7sljo8p9nvbko	3a2ad3hi77
2g74p	5gbhdrn52fvvp	7g1vhpc7h6
4j1qr	7n5s4dlqfjnit	1dk7t18f1o
1v287	71rt5u4tjfcm3	48fa7l6397
5h02r	2j81c3lp0omt5	2snv69j439
1qvso	6unduquo5tvm	2hguemsrd7
43m1q	60bk11davjj67	3nnu2jrfbo
7fjet	6angof53cendd	65dmenkghu
5oqpg	7t5n6eipfg6f6	526hidti21
5ho7f	2b00mupe1f4mu	6v497s6d5m
kkq05	5f2a3thvhcn55	s0imjia56q
6d9bv	48f8cd721fiu3	29ca0k2i8a
2r59u	16q61vedphabn	6qi3dk333s
2qkl5	6eteeskm8jj3m	58vn0ctq7f
5ddh9	5o31gbhuucs8a	3ea8k2llgs
3692c	7luv6dmmv437f	9ciru3he2s
42oec	2gd42fhp7lsqs	1saivgr6do
2dvh5	66s98m3vte88l	63jncb8hg2
4cpam	5i8o8de85tjsf	63ctvfme9e
37v49	24cs8fdmei43l	6bjoba2diq
3ndp2	79k3rbk72kbg9	2t6egpdfn9
54nmc	vds0vq965fd7	2s79bo4vuh
31agi	s9bacbhf61r9	73k3gtkvij
7p6js	21t0skla44dum	55iqm62duj
3r8p2	6hkj63vgjqcer	6h3bfcqs1e
q1e6u	2h8k0e4pas0tb	64cg90c9or
2i3rn	3nmpcov11tmfm	7re1o9uumg
74n9b	56c5mt8us4btg	4106o2cqi4
77tg7	5mnen3ee580j3	59oflrs4bt
1g6gf	qukl696ahg4r	7mb2jedsjq
4ude7	2esmjbs52gm9o	2a9sdf3567
5tb9u	9d6q5et7np2a	3ehu59inrl
6fj4t	5g8ccsl62uqo4	4ba3a2q860
6togp	lhl8b2t0omk5	5vus501hjd
90bqk	2cejfrdgcbr25	476db2gto4
5vsib	5cr0aidupvsfk	6mrhoq09nk
6ngv3	2cn4v0jiq4pj	lulbpfiqs0
45die	117nsu39u21qu	2595omhc7r
3pjmv	35q3bipfm9ld9	61t2aihg0h
52po0	459m5hntsr2nl	7ikcsde50s
50k0o	4blqru128t768	2qh8mgtius
426tb	kq9pdqo54jv1	58obep22uq
6ihc1	73gqrrq8ssh2h	2k6p61oj8c
3633i	jet31bk5h430	1te61mgkk6
2sa45	1k60s8ek4c7rj	joupqt9rk4
2ofgn	2lmjcomvpnoil	4ojgf974d3
7ucid	296dcqblk8a08	6sat99o3a4
28itu	7jbn023mlodbb	521obu0tun
30g6p	75e15b5kisoj9	74sdejiudp
6nt7k	rm94kqe9m57j	4p4d7ma80h
7oqii	3n2cvtgl2al89	aucbo7tadk
71ecr	1cvh7c41u6bi1	3rdpp57mli
12ub6	2tu232thc3nha	3c4r63q0qo
4t6i3	3ktuep37g6nvq	27rbcn6lh7
4mvjl	700hum3n4j04b	4e8a87lioa
3j5kv	6mimcgi7l8mdc	4e14ft6e35
20sj6	1hu5hdo15hr03	olr1aqg0lt
69dqc	2q6p42from83k	1p1uektsed
31mhi	1trfdvtj53fgc	lbtt1tfdl7
6m680	1qec4k91tg1j8	1id67rga6h
5o1jo	5v595agsfdp5j	171nbkdnjk
8nl1g	55toi381es2s4	2nkn7n189d
42f42	frl0j73strqi	3l9bkacidh
1nghc	kaslru7tjmf6	3a3pr9su6o
3136m	4rdhl2lu1s073	6qt41ve814
5afkc	78heacou4gv5r	pts2dco0lf
1t7er	36jetic4vvaf3	4m8f6jmjad
5oqnh	lkp32g72rm1l	ad18mrp2v2
3qfhk	4ak0bs98ibjfm	7bbo04f2er
4o5d4	jpvrdhqc4ji1	3lft50o924
3dmd4	40h3p3t5l4pbi	20kh3q5n4e
3vmoh	6fekth99iopkg	6pqg459osn
2d974	2m5lrcd1bpti6	5ms153dsl9
46522	51bck63j8qcsa	3o6rbfgp3j
