kolom1	kolom2	kolom3
6nmjl	59308u9fuceb1	48shnplmlc
1a4kr	2ku8pj0ufdi75	544vl7cd0p
6rjr3	m9i4i3mg705u	2enndau5sl
11nh8	5qevgnk66m72m	5hp6t1gaun
6gm1t	2vmqrpht0stma	3gkrhmru3q
6heeu	3h5h0k0lrh08o	7kg4vmohkl
7t3he	433v97jidvfen	4b29k25dfk
43171	298rfnd29ejvg	6vke5deje7
3tlrf	16r7b514vgutm	4letsu9fv7
2hks1	574d9cupit8e7	nd57mu8j7k
18b6c	3c4rmem2u7c9h	4q1k4m9o33
28fhj	gqv4eetsd9gs	433qokk0c6
1e9nk	62s648clus9im	1oaflpp19d
312g7	7bhcrfvo7494r	g9bkl1in85
34dp8	105eiarbccqu2	7kqc8fei4a
2ptv5	5i0j2nuel6ug1	15khpfppk5
7bds2	43mq1k3m47tas	5h494eg470
25b32	6oa9bqva7slfn	37agrs2c5i
1obpj	11fni7jemcsep	1uctq10ks4
3chl2	2bv9lujp13f50	3joggtdljs
2vtru	4q3mfhfnjtcjs	6caodmr80f
5845n	5n03jncv3lgra	48m32hac5c
7rgu1	2m4d3tq8mij1m	59t7f5trd6
14o1l	6vlgb7ktpca05	26h9vblcob
apo27	33hn13meo4noc	91ae9n32n6
2f4vr	9850vqjebpoe	765dtu2p1v
95u0e	4bu86j8cr61db	221c5f572m
6ghiu	2juafcggidp0p	6j8dgsrgoj
ukf52	3usrff40af90k	5sc9b9h9eu
3ou4g	5u4bj530ubvmb	7anmhkkvp2
6losi	7q6md0vt0hd68	3428ggbq41
65214	5hql3e6qkeihb	17t7f5pdsb
42i0s	79810nrjg6the	78bvhghiql
4d3jk	5g4a77quel1rn	7j8ngf1ja7
31ohl	50085g6atfmbs	7al0p5monf
518ft	hi4evisn74r1	67664vq90d
2ob58	173k9s21d506b	59p44r2188
dukhd	2asuikvbgt7b1	4kr206n397
781ms	3cqbvj19e8tim	1ev7ehi1d5
6q1il	34i55edn7r5r	7b43piluea
44sp4	3n74vo7s3mjks	2dbohnp4m4
709k8	4t850qd831q3p	1o84vgrq17
2qtd8	7e62769cg63lp	1snq0ej5t8
7l58s	68ukmid7on8m0	7bnqufq2iv
6ht42	cmdq64954j6a	36kkodj1t8
6kd7h	6gtcdgftetmo7	1hmcbecfuf
3egrl	3ok6e443be1pk	3t1kecmf61
7coi0	1l5h6j1cidq75	68vktb576d
7mlja	3ddkff7bt92q7	1sakkb2e4m
2k6c6	6c21ob6qamtt1	61st8irdh7
52ef6	4j15un2he5msi	2v73ihn8u4
5doni	1fc7pvsck0kcc	sscj6j6gea
49edl	394s13ehut2le	5b5jgnj2rs
vocuk	1kpaok3j878ri	7r7pcmp46g
5gb6h	3q8ta8onm1elt	tnee9c2v7r
4la7l	1j3mhm9053sqq	2k7ciakk1d
1ivi5	3rjqb6bcscefn	61dr2ilr9d
7f75t	7tms879hi1bc1	2pdqfujmlq
5sagm	1bp58l60qqpjc	1tf1jvne8v
4h8dq	6pc6ne3sp9eah	580dkfdbmb
554ea	1e75qr98466rj	63t3gllogu
qbj9k	1nbo6ltijmq0n	4cbshgc3db
7aqal	4s4cv7crsd0jb	145r40c9j6
794b0	26nccqutebbdn	43r2qcvp2i
3lrcr	70kf5v5js299m	1920mnsl4o
33npt	3mokj36mbbq2q	1km9h3a3pj
96iuh	562mrhb2v8d47	6rglvthdna
13fnp	2asstaoqp9vsv	6i4kddumdi
37vvi	7qq963hrc6dkt	34b519pp4e
69dou	4uaj70urf6olv	4pip8htge7
36iov	3vf8sbps9rr2r	2j6kk30dk7
737ou	75heufrhcmteb	53crmmidf2
7dqkg	5045cpj746tj	7or8ndv25d
2rkn2	4c7mqk6ffg4mi	2rq520lfiv
6h8kk	23gb5scf8164d	bg2587i885
7rkr1	6qan3l2g0io5s	12d6ptvo8c
1893j	4vllpphaeh9rs	65861nhgld
3su3v	7nts2g3kdpdch	1t10j4dqke
5m6ov	3b8vlk9v7s57d	2p59n41u21
218rq	23m1d4lvk7oun	5uffhu0ch6
3ev8k	12a44bkiai55s	30q72ln5ic
30kbg	50f555dma8ttt	6u55612tc7
3oo3j	4cpom1l299b4t	34479ofvo7
5pee3	71llnbqvd7m2f	349h6csr7g
4kcbp	2cg4umqsth65t	7e0qq3asoi
4stg5	6qf6l972i9v60	52mjbpsacl
1h6l4	e1qddke5jgr4	118e6mq1uo
7bsct	3emmbs8pkkt11	6na2npe7m5
14q4i	73703c3ddt6n5	382fjvbrrd
75qf3	2rnf2cljgvik9	3h8jg4f90g
4vq7p	6oma9c5ipnkji	6urtkv0an6
1srp7	t6bccjk69nvg	5afr072eab
fvltn	5ub4shbcnmpf1	14fudaoqim
4mqba	2jfbcs8jqlrva	1ctkp2gnuh
qbl4e	2oihnkea33or6	6dlu1kqinu
5vqc3	1gutemtrsc71t	4h7oiug1q2
6d8pr	273es3t5ltbq7	71sbr880gg
744bh	3hjn6md0lcfmh	337dacefkv
1uo9e	4dojnarqihcoc	7u0cvrnb41
4n68g	4ul9nhhvsqrna	1mfr3j11v8
3jpp8	7mhunfhdfl19t	61aie51mri
57m4j	62o2bfs9cofoh	4h3rep1g1r
2ndf7	6k9cupkjp1bh7	7505tcfqq7
1tkim	1858vfcrdu30u	4vdtamc6p0
231ec	6s7hmu0cu6to8	1n3t6m7dj7
6mbof	3m565f432jl4o	2gokfv2iaa
1u8td	5ddknumc7d58u	222968v57t
38dis	74brgd7lr196i	l5pg2tvnji
11bjn	6ncjdpa534f02	6ip88gs6jr
44ipl	6ql7r9n6k7j7c	121koh8817
2f0g7	6isgj4ckej0cs	6967uikt6e
4ae6f	1hh5sp7u5fo0e	6o58hvi9uo
54i4o	7r8uhsobl8qp4	7c38hakl44
7hq31	3ahbbrde8ngku	4jcg96nt06
53c00	2ts5jfv5a2l7l	3qubbq7rjt
12ec4	5p84b2h8vtj4m	5g3ajamcup
2km2j	6pd053b5ogmj9	3t6b3ft7rr
2ivkc	326g6njabu51u	15akktbv5f
4m9vc	388vtisdhhosl	2thb5i5hll
3lapl	4e0lv1tdj69ko	7u9unfs5gs
1lb0d	4cb0ta68lf8g2	134k0o2h5p
7rhsp	6mmbgo0v041j5	o6lkocdp1g
2676p	38pbd6unmaeqq	6fb57knr1o
