kolom1	kolom2	kolom3
t265e	37jue42vi5a3t	45fulm7cpu
5qe81	5r4pbi1nrktjt	24cdka703m
71jl5	79bluup2n1sif	3es22f15ee
5ok6f	4gfs7te9g3n3a	elcgcq9a6i
5jqvj	fe6ricqeq3b3	73nlhbleqo
51d75	6lp7358dhgifm	7egrg8naod
145e5	7p4489k3s5qag	lkes11aqtj
v7277	7nikao0hpaj6b	d6pvejkv2d
68s36	sbgaj58ikpdi	20ktt3r6ma
2od4g	5u04co0tqh799	3480ti5g9a
6frim	6n9ksd30er5dc	34kpa2nmvv
7mvdh	7eak5h3b3dd8i	1mfogb7t48
2qrsk	56er132lvgp87	66tjn82175
4sjf1	1b2aeod2nqfu5	5cmm18egg5
2krv1	675a60ujlv6v2	vvjv9n2697
3l3r7	27bkcr6vmmach	6pnpnmds9d
4ju8h	3hli4vi3r90jc	1t3rht3l0q
3t7ac	5kmgkulb283k7	640gq06ien
5u52d	32k4l9klhmn6v	j2ot8o70v3
1do31	4qdef8id5f3p6	hgfdl9hvl2
6ak4q	68ntde9hbo9n1	3pruurk9r5
1tpfg	6299ddpf8pr6r	ijvurcsmrb
3su9h	55cbjl40t0lh6	4qukkj8dpa
6nfnm	723639o26m7rb	2477406b6c
7lpas	5oorvikqd50p8	7nec68sjvu
a9rs4	43cij0o3an645	3cqfr4uj7t
4u3m4	5fum67lvsfspa	2g39cp58ed
622pm	1t4kva3rsh71f	1p54is2in6
4ej9r	6e2k03qq733to	g16fpl674k
449j5	26a4s9vg2boa6	5p8dth4arn
2qop9	7ajlsr2vamfmv	6mg01l64ee
7i6kr	2q151c30c9ao4	70js5uu3i1
44t14	5ulu8gu7treqs	7v6gu2ffoo
130rq	35q8u4ik7vhos	qplt3aggk5
2ledl	5d090d51l7918	56f64kqjqn
3rjdj	6tk7va7sd9n7d	akhfhna4id
176dn	57v933adgb53d	2vkk7nt3go
55dk1	2o86vop16ipii	51hojsp3rs
3oqov	5frq24d9ki931	2344egm73l
4f3ef	29v01275n7nt3	6auaa21q3r
4gp0g	42qa56qcjqat0	nebjddrcqt
1nooi	6g2jbjm70mp6h	31aoife7oa
38ncu	o53kaq0e877f	opfv7m1110
5rgg3	44m2tv07uoa26	2kllm5tlk3
257pg	46da47burnui7	upotp1r6gq
4up1h	75hjmnuckisns	ruenatrgvo
53j8k	41vd0ncueveo1	6i6qtfc71a
4cp4i	27jseljfasks2	5crj3u4pq9
knkno	3lu8lcqvhvjbm	147fpb52ss
7dlk0	4n8gfj6fbip0d	5mh4vdruln
6uf96	58reda5tf8jv3	5u07n1l31d
5kqk1	16pra2krab5a9	7571b4vg45
7fvrv	5e6tp0cv7s65h	78mhgcb6df
1tvff	46muqp34h7go8	7o71mg3ocn
6m9hd	4vdo63331089c	5figr2bk1q
6l0nk	5u1ft6hbq2krq	2osvg6qup2
7msq2	klemtg34eotu	5kpmecctnt
7po0a	6aee7680baqcl	1aaf3gdh17
5d8ej	6ekvni022qc9u	5sr7v3do0q
4i809	3e8ihl1hv1aiu	28r9m4gv04
76b13	5pu1qrpitkgdt	451h04shtm
5dsth	b53g9e10ceg5	229a87qj13
7k8lp	16fp5e33tdua	50rehss3b2
1bm4a	27derqberfnml	6efah0khhq
51tr7	2knb2mvslasui	4dkkognsrc
6qd2n	66ulvh6o0bkjp	52dj8nd0j5
3hnr8	3h7c7s2lpgii9	60n91fncpj
3n3uo	4rhkb2v2n73k5	79kfc6csgi
v1j6g	3dfeksjqe8nrk	6iaulq42ee
k1fe4	1uojtud3ml461	1e0028go46
52mve	3m8pgju3j1d44	7kif7j0vdr
7prt8	62qccre11cb7o	3g316u9dcs
4erlb	ocpvspi8l4oa	30v250ssdv
1u58l	5adticv8b8eip	1p1kil82eu
50tme	38dnaqcj6508d	4464punanp
5l316	3bcapeud8a841	6g46ug3ikq
4kro6	4a3bem8hrqmrk	455cv52vn8
rmesv	5j6isl8j33hab	1k9cgb4b9k
3pvbf	4lgv2sd8noce3	4r0dirgdd2
3qp2i	1k6228p9jd9g0	1to5ncgs92
7i2nj	26r4mlfff1o41	6esovjanlm
4ld02	4ib5n0atlb6l2	45i2k4l7tv
72ad8	23eab9ogcrlte	14titlg064
58o36	3bt0trp51uged	3unvtvcere
7479m	45r87k6niup8j	62mfmfcsm5
7755c	9pioch33ot8d	2cldd8voin
6hhn0	3at0m3vuc8flg	12oa5drsl0
3siir	ss51689tg2h5	lhjkq9hlm4
tgnsl	7dkstjpt64k0b	3q7gmq33hi
7bmic	1pmult9d435l6	os8cucmqtb
7fdcb	1h4geenh9ds2u	59ai9m2co3
1ogv2	5i4mr82pgi3qf	6i88km4a6j
6sn1e	59i56jk9aaq1i	3tn00rpsum
1qsav	5asjc6gf03ei7	6lp0c8h1ts
18hc7	767ofn5hqu46b	6b26f3faq8
5hjfa	61k6nrmsnoifo	4ln9ts3she
1ego4	70fqgrntoletq	40obl81li9
3h6c2	hdivbjds19nu	2i04u2c5it
6hoeh	4rmsaqm1aqr5r	6kqm2p85un
ek94a	7upjoi2e56jhb	7oba6t3o7u
4h7v7	6s34jlir9nf9q	6ndma3jrue
2dgut	43pd5sh980fn9	tf1eh30e97
56gjn	6hi7ovnfep506	22em22h17h
4e5m9	6ldoka0nt2nn	4s58h5qfi7
1be05	6alujveln454a	12cpgmansc
7ibgl	6hu1mbnetgqg3	505vrnqqje
17mi0	cc9b3kp3rb25	222r48sc2q
281ce	4je9geqbgksns	2aonv12a6c
7rlsc	48b35h6li155v	7mse645r9l
57c63	2u7fj82les4jh	4dnrqg46pm
6vjdj	6p25fnu51c0j7	6c4flpp5ne
642n0	4r1hgt0jke4aa	7bd2f1bgjb
1ovlj	mvm1632toff	1d7bi3ior5
7ab71	4i49q20u0mifq	1t1qo0n9rq
6vfbv	6ufj6m55o603b	7seje6950o
dkn0t	4dn4datpspfl6	5k059ckplf
6ur4q	ei4tu0hdduhq	7sotlseqtn
48idr	kltrpgqbj5l5	4l424mvs5o
77c8o	6bk2flnu5gd57	5lq9ee073e
1ltm4	bmqnf4k0o72j	346vpl00ph
3tpoi	2me7t2t5r66di	leoail20ir
1gb14	1736biapbid08	3jk2igjr4v
1k2mj	7oted1k58i3e0	2qdmm6nfr6
50ndt	84u9qnigcpr9	75qi0411ma
5ik2u	2a4vabmnuq6f4	6qhpjso8k1
