kolom1	kolom2	kolom3
7bspr	6288m1alfqjr	45e5q0j5of
6tbtj	4a3enst5tuen1	3ek21smbg4
1m0kf	4bh1ahqa7afb2	7glurl5on0
3lt3s	33chju9d7smaq	1p8vni4kd1
6kdlp	15nodr9cd944h	4b5jhm5b0k
4hci4	6tp8aopncb7l5	5h6jujte3e
7u2es	7hv382f75ldju	6q27vjjjdg
24i8d	7m6hdrphidinf	5dvf6kjaoc
2168a	2hbf1hq43c5sf	2v2mivnu9s
eu1lh	3celeplkbdvt4	6de2hof2qg
7k5qp	64bd8tskgv4jv	5kccs4cdds
19mcc	e4s6o2vkl68b	33ajq0tvav
2mpm7	vvtl8d1s7hv8	7mjn9s5h44
1c457	3cq31dllgaqce	3t24ipk195
31tpe	s557723691rq	1771gjau95
1elei	13cv2a5pc585k	218cu8gncs
6gdj7	2hfgqtb32jm59	3da4n28tfp
12pmo	54c5oltl0k0v2	1oapcddfhb
38o49	7ebip3ljd0ok4	3hdmhckcdi
26v63	4r0670amniqaj	2k8n3jam0g
72dkv	5avcqjfn1to2	4jc3bn47pv
nh6se	4sg116lrcfgtv	2gfsf1h91k
2g3lq	5b68elupea4nm	284es3fihv
4bv9t	6l644kt3hvnjt	lne760k331
3beqp	6alup62r8np94	5glvkvu2qv
52von	330vgp2u7h6qg	4gbt48su8s
4iv1p	5srpjuv91hdb6	3rifsvb9fa
1bff7	2us4d2qsng4se	k82hu5g02u
6uc91	6bd79mnnqlbes	6l64vroabp
2rtjv	f03okuuhv53e	26ru26mbea
8lemc	2rsorlf1iebn8	556bjgrhsg
72p8h	49u705l03bcr3	7slpp6vrf1
bnslj	20d9213dsn7v6	1ed72k5cnv
6t5dn	2hq6k3f17k15q	5gh523lnmp
1j4fg	4bncsoc9vvob3	4io3p8dgo8
292uv	73lkhmtrucvf9	1bvbakqha9
5rnti	1re5upln3sorp	2c0otkk3hj
1vtmf	1o886r24bm635	76umjfu5fc
9k2u4	2f30lb3kv53hk	52f9tm2enc
4qlkc	1s3irejthnuet	35e0kcqjvp
10ier	6887m5pjnbno1	31qq0gm9jd
75bt4	16u0jtmo3edkt	2kuthi25t3
3asnc	7ehe3io3c1bcs	6lbepjksos
42v2e	2m4kl92algmqd	6gjta21aeu
452mf	3396j9obmpuf8	16ehl1s3hh
1ir9v	7c6kl5fgs6vd7	575cbeip11
7t5h3	68q752fac86rj	1o994f0gks
1chon	4u826nfkmftou	lb06ahknps
4p93i	qtf71c1l6akg	7pk4kh5rtf
41194	49vsskestp5fr	488a83a43r
36l4b	42urf8p6ctiie	3u0hudbg6p
4dlsn	35428eupgb1k8	dtrfi9ggr4
6v2mn	vcgfh48jdhn4	3r82uiplbk
2mb8h	7if7ihmga75uh	2jv3rjkio9
4sedm	1glf80mm081g1	1hk5g1p55c
1o5kj	1icjlpppieekn	2uuqllkr2g
